Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
7,FC Arsenal,5,2,2,1,4:3,1,8,2006,5
8,Bolton,5,2,2,1,4:3,1,8,2006,5
9,FC Fulham,5,2,2,1,5:7,-2,8,2006,5
10,Liverpool,5,2,1,2,5:6,-1,7,2006,5
11,Newcastle,5,2,0,3,5:7,-2,6,2006,5
12,West Ham,5,1,2,2,6:7,-1,5,2006,5
13,Blackburn,5,1,2,2,5:8,-3,5,2006,5
14,Middlesbrough,5,1,2,2,5:9,-4,5,2006,5
15,Wigan,5,1,1,3,4:6,-2,4,2006,5
16,Tottenham,5,1,1,3,2:5,-3,4,2006,5
17,Manchester City,5,1,1,3,3:8,-5,4,2006,5
18,Charlton,5,1,0,4,4:9,-5,3,2006,5
19,Watford,5,0,2,3,3:6,-3,2,2006,5
20,Sheff Utd,5,0,2,3,2:6,-4,2,2006,5
1,Chelsea,6,5,0,1,11:3,8,15,2006,6
2,Man Utd.,6,4,1,1,12:4,8,13,2006,6
3,FC Portsmouth,6,4,1,1,9:1,8,13,2006,6
4,Everton,6,3,3,0,11:5,6,12,2006,6
5,Aston Villa,6,3,3,0,8:3,5,12,2006,6
6,FC Arsenal,6,3,2,1,7:3,4,11,2006,6
7,Bolton,6,3,2,1,5:3,2,11,2006,6
8,Liverpool,6,3,1,2,8:6,2,10,2006,6
9,Reading,6,3,1,2,8:7,1,10,2006,6
10,Blackburn,6,2,2,2,6:8,-2,8,2006,6
11,FC Fulham,6,2,2,2,5:9,-4,8,2006,6
12,Newcastle,6,2,1,3,6:8,-2,7,2006,6
13,Manchester City,6,2,1,3,5:8,-3,7,2006,6
14,Wigan,6,1,2,3,5:7,-2,5,2006,6
15,West Ham,6,1,2,3,6:9,-3,5,2006,6
16,Middlesbrough,6,1,2,3,5:10,-5,5,2006,6
17,Tottenham,6,1,1,4,2:8,-6,4,2006,6
18,Watford,6,0,3,3,4:7,-3,3,2006,6
19,Charlton,6,1,0,5,4:11,-7,3,2006,6
20,Sheff Utd,6,0,2,4,2:9,-7,2,2006,6
1,Man Utd.,7,5,1,1,14:4,10,16,2006,7
2,Chelsea,7,5,1,1,12:4,8,16,2006,7
3,FC Arsenal,7,4,2,1,9:4,5,14,2006,7
4,Bolton,7,4,2,1,7:3,4,14,2006,7
5,FC Portsmouth,7,4,1,2,10:3,7,13,2006,7
6,Everton,7,3,4,0,12:6,6,13,2006,7
7,Aston Villa,7,3,4,0,9:4,5,13,2006,7
8,Reading,7,4,1,2,9:7,2,13,2006,7
9,Blackburn,7,3,2,2,8:9,-1,11,2006,7
10,Liverpool,7,3,1,3,8:8,0,10,2006,7
11,FC Fulham,7,2,3,2,8:12,-4,9,2006,7
12,Manchester City,7,2,2,3,6:9,-3,8,2006,7
13,Newcastle,7,2,1,4,6:10,-4,7,2006,7
14,Tottenham,7,2,1,4,4:9,-5,7,2006,7
15,Wigan,7,1,2,4,6:9,-3,5,2006,7
16,West Ham,7,1,2,4,6:10,-4,5,2006,7
17,Middlesbrough,7,1,2,4,6:12,-6,5,2006,7
18,Sheff Utd,7,1,2,4,4:10,-6,5,2006,7
19,Watford,7,0,4,3,7:10,-3,4,2006,7
20,Charlton,7,1,0,6,5:13,-8,3,2006,7
1,Man Utd.,8,6,1,1,17:5,12,19,2006,8
2,Chelsea,8,6,1,1,13:4,9,19,2006,8
3,FC Arsenal,8,5,2,1,12:4,8,17,2006,8
4,Bolton,8,5,2,1,9:4,5,17,2006,8
5,FC Portsmouth,8,5,1,2,12:3,9,16,2006,8
6,Aston Villa,8,3,5,0,10:5,5,14,2006,8
7,Everton,8,3,4,1,13:8,5,13,2006,8
8,Reading,8,4,1,3,9:8,1,13,2006,8
9,Blackburn,8,3,3,2,9:10,-1,12,2006,8
10,FC Fulham,8,3,3,2,10:13,-3,12,2006,8
11,Liverpool,8,3,2,3,9:9,0,11,2006,8
12,Manchester City,8,2,3,3,6:9,-3,9,2006,8
13,Middlesbrough,8,2,2,4,8:13,-5,8,2006,8
14,Tottenham,8,2,2,4,5:10,-5,8,2006,8
15,Newcastle,8,2,1,5,7:12,-5,7,2006,8
16,Sheff Utd,8,1,3,4,4:10,-6,6,2006,8
17,Wigan,8,1,2,5,7:12,-5,5,2006,8
18,West Ham,8,1,2,5,6:12,-6,5,2006,8
19,Watford,8,0,4,4,7:13,-6,4,2006,8
20,Charlton,8,1,0,7,6:15,-9,3,2006,8
1,Man Utd.,9,7,1,1,19:5,14,22,2006,9
2,Chelsea,9,7,1,1,15:5,10,22,2006,9
3,FC Arsenal,9,6,2,1,16:4,12,20,2006,9
4,Bolton,9,6,2,1,10:4,6,20,2006,9
5,FC Portsmouth,9,5,1,3,13:5,8,16,2006,9
6,Everton,9,4,4,1,15:8,7,16,2006,9
7,Aston Villa,9,3,6,0,11:6,5,15,2006,9
8,FC Fulham,9,3,4,2,11:14,-3,13,2006,9
9,Reading,9,4,1,4,9:12,-3,13,2006,9
10,Blackburn,9,3,3,3,9:11,-2,12,2006,9
11,Liverpool,9,3,2,4,9:11,-2,11,2006,9
12,Middlesbrough,9,3,2,4,9:13,-4,11,2006,9
13,Tottenham,9,3,2,4,6:10,-4,11,2006,9
14,Manchester City,9,2,3,4,6:13,-7,9,2006,9
15,Wigan,9,2,2,5,11:12,-1,8,2006,9
16,Newcastle,9,2,1,6,7:13,-6,7,2006,9
17,Sheff Utd,9,1,3,5,4:12,-8,6,2006,9
18,Watford,9,0,5,4,7:13,-6,5,2006,9
19,West Ham,9,1,2,6,6:13,-7,5,2006,9
20,Charlton,9,1,1,7,6:15,-9,4,2006,9
1,Man Utd.,10,8,1,1,23:5,18,25,2006,10
2,Chelsea,10,8,1,1,17:5,12,25,2006,10
3,FC Arsenal,10,6,3,1,17:5,12,21,2006,10
4,Bolton,10,6,2,2,10:8,2,20,2006,10
5,FC Portsmouth,10,6,1,3,16:6,10,19,2006,10
6,Everton,10,4,5,1,16:9,7,17,2006,10
7,Aston Villa,10,3,6,1,12:9,3,15,2006,10
8,Liverpool,10,4,2,4,12:12,0,14,2006,10
9,FC Fulham,10,3,4,3,11:15,-4,13,2006,10
10,Reading,10,4,1,5,10:15,-5,13,2006,10
11,Blackburn,10,3,3,4,10:13,-3,12,2006,10
12,Tottenham,10,3,3,4,6:10,-4,12,2006,10
13,Manchester City,10,3,3,4,7:13,-6,12,2006,10
14,Wigan,10,3,2,5,12:12,0,11,2006,10
15,Middlesbrough,10,3,2,5,9:14,-5,11,2006,10
16,West Ham,10,2,2,6,8:14,-6,8,2006,10
17,Newcastle,10,2,2,6,7:13,-6,8,2006,10
18,Watford,10,0,6,4,7:13,-6,6,2006,10
19,Sheff Utd,10,1,3,6,4:14,-10,6,2006,10
20,Charlton,10,1,2,7,6:15,-9,5,2006,10
1,Man Utd.,11,9,1,1,26:5,21,28,2006,11
2,Chelsea,11,8,1,2,18:7,11,25,2006,11
3,FC Arsenal,11,6,3,2,17:6,11,21,2006,11
4,Bolton,11,6,2,3,10:9,1,20,2006,11
5,FC Portsmouth,11,6,1,4,16:9,7,19,2006,11
6,Aston Villa,11,4,6,1,14:9,5,18,2006,11
7,Everton,11,4,5,2,16:10,6,17,2006,11
8,Liverpool,11,5,2,4,14:12,2,17,2006,11
9,FC Fulham,11,4,4,3,12:15,-3,16,2006,11
10,Tottenham,11,4,3,4,8:11,-3,15,2006,11
11,Wigan,11,4,2,5,13:12,1,14,2006,11
12,Reading,11,4,1,6,10:17,-7,13,2006,11
13,Blackburn,11,3,3,5,10:15,-5,12,2006,11
14,Manchester City,11,3,3,5,7:14,-7,12,2006,11
15,West Ham,11,3,2,6,9:14,-5,11,2006,11
16,Middlesbrough,11,3,2,6,9:16,-7,11,2006,11
17,Watford,11,1,6,4,9:13,-4,9,2006,11
18,Sheff Utd,11,2,3,6,5:14,-9,9,2006,11
19,Newcastle,11,2,2,7,7:14,-7,8,2006,11
20,Charlton,11,2,2,7,7:15,-8,8,2006,11
1,Man Utd.,12,10,1,1,27:5,22,31,2006,12
2,Chelsea,12,9,1,2,22:7,15,28,2006,12
3,FC Arsenal,12,7,3,2,20:6,14,24,2006,12
4,Aston Villa,12,5,6,1,15:9,6,21,2006,12
5,Bolton,12,6,3,3,12:11,1,21,2006,12
6,FC Portsmouth,12,6,2,4,17:10,7,20,2006,12
7,Everton,12,4,5,3,16:11,5,17,2006,12
8,Wigan,12,5,2,5,16:14,2,17,2006,12
9,Liverpool,12,5,2,5,14:15,-1,17,2006,12
10,FC Fulham,12,4,5,3,13:16,-3,17,2006,12
11,Reading,12,5,1,6,13:18,-5,16,2006,12
12,Tottenham,12,4,3,5,9:14,-5,15,2006,12
13,Middlesbrough,12,4,2,6,10:16,-6,14,2006,12
14,Manchester City,12,3,4,5,7:14,-7,13,2006,12
15,Blackburn,12,3,3,6,10:16,-6,12,2006,12
16,West Ham,12,3,2,7,9:15,-6,11,2006,12
17,Sheff Utd,12,2,4,6,7:16,-9,10,2006,12
18,Newcastle,12,2,3,7,7:14,-7,9,2006,12
19,Watford,12,1,6,5,9:17,-8,9,2006,12
20,Charlton,12,2,2,8,9:18,-9,8,2006,12
1,Man Utd.,13,11,1,1,29:6,23,34,2006,13
2,Chelsea,13,10,1,2,23:7,16,31,2006,13
3,FC Arsenal,13,7,4,2,21:7,14,25,2006,13
4,FC Portsmouth,13,7,2,4,19:11,8,23,2006,13
5,Aston Villa,13,5,7,1,15:9,6,22,2006,13
6,Bolton,13,6,3,4,12:12,0,21,2006,13
7,Everton,13,5,5,3,17:11,6,20,2006,13
8,Reading,13,6,1,6,15:18,-3,19,2006,13
9,Wigan,13,5,3,5,16:14,2,18,2006,13
10,Liverpool,13,5,3,5,14:15,-1,18,2006,13
11,FC Fulham,13,4,5,4,14:19,-5,17,2006,13
12,Manchester City,13,4,4,5,10:15,-5,16,2006,13
13,Tottenham,13,4,4,5,10:15,-5,16,2006,13
14,Middlesbrough,13,4,3,6,10:16,-6,15,2006,13
15,Blackburn,13,3,4,6,11:17,-6,13,2006,13
16,West Ham,13,3,2,8,9:16,-7,11,2006,13
17,Newcastle,13,2,4,7,8:15,-7,10,2006,13
18,Sheff Utd,13,2,4,7,8:18,-10,10,2006,13
19,Watford,13,1,6,6,10:19,-9,9,2006,13
20,Charlton,13,2,2,9,9:20,-11,8,2006,13
1,Man Utd.,14,11,2,1,30:7,23,35,2006,14
2,Chelsea,14,10,2,2,24:8,16,32,2006,14
3,FC Arsenal,14,7,4,3,22:10,12,25,2006,14
4,Bolton,14,7,3,4,15:13,2,24,2006,14
5,FC Portsmouth,14,7,2,5,19:12,7,23,2006,14
6,Aston Villa,14,5,8,1,16:10,6,23,2006,14
7,Reading,14,7,1,6,16:18,-2,22,2006,14
8,Everton,14,5,6,3,18:12,6,21,2006,14
9,Liverpool,14,6,3,5,15:15,0,21,2006,14
10,Tottenham,14,5,4,5,13:16,-3,19,2006,14
11,Wigan,14,5,3,6,17:17,0,18,2006,14
12,FC Fulham,14,4,5,5,14:20,-6,17,2006,14
13,Middlesbrough,14,4,4,6,11:17,-6,16,2006,14
14,Manchester City,14,4,4,6,10:16,-6,16,2006,14
15,West Ham,14,4,2,8,10:16,-6,14,2006,14
16,Newcastle,14,3,4,7,9:15,-6,13,2006,14
17,Blackburn,14,3,4,7,12:19,-7,13,2006,14
18,Watford,14,2,6,6,12:20,-8,12,2006,14
19,Sheff Utd,14,2,4,8,8:19,-11,10,2006,14
20,Charlton,14,2,3,9,10:21,-11,9,2006,14
1,Man Utd.,15,12,2,1,33:7,26,38,2006,15
2,Chelsea,16,12,2,2,26:8,18,38,2006,15
3,FC Arsenal,16,8,4,4,26:12,14,28,2006,15
4,FC Portsmouth,15,7,3,5,19:12,7,24,2006,15
5,Everton,16,6,6,4,20:15,5,24,2006,15
6,Bolton,15,7,3,5,15:14,1,24,2006,15
7,Aston Villa,15,5,8,2,17:13,4,23,2006,15
8,Liverpool,15,6,4,5,15:15,0,22,2006,15
9,Reading,14,7,1,6,16:18,-2,22,2006,15
10,FC Fulham,16,5,5,6,16:23,-7,20,2006,15
11,Manchester City,15,5,4,6,13:17,-4,19,2006,15
12,Tottenham,15,5,4,6,13:19,-6,19,2006,15
13,Wigan,14,5,3,6,17:17,0,18,2006,15
14,Blackburn,15,4,4,7,14:19,-5,16,2006,15
15,Middlesbrough,14,4,4,6,11:17,-6,16,2006,15
16,West Ham,15,4,2,9,10:18,-8,14,2006,15
17,Newcastle,15,3,4,8,9:16,-7,13,2006,15
18,Sheff Utd,15,3,4,8,9:19,-10,13,2006,15
19,Watford,15,2,6,7,12:21,-9,12,2006,15
20,Charlton,14,2,3,9,10:21,-11,9,2006,15
1,Man Utd.,16,13,2,1,35:8,27,41,2006,16
2,Chelsea,16,12,2,2,26:8,18,38,2006,16
3,FC Arsenal,16,8,4,4,26:12,14,28,2006,16
4,FC Portsmouth,16,7,4,5,21:14,7,25,2006,16
5,Liverpool,16,7,4,5,19:15,4,25,2006,16
6,Reading,16,8,1,7,19:21,-2,25,2006,16
7,Everton,16,6,6,4,20:15,5,24,2006,16
8,Aston Villa,16,5,9,2,19:15,4,24,2006,16
9,Bolton,16,7,3,6,15:15,0,24,2006,16
10,Tottenham,16,6,4,6,15:20,-5,22,2006,16
11,Wigan,16,6,3,7,19:21,-2,21,2006,16
12,Manchester City,16,5,5,6,13:17,-4,20,2006,16
13,FC Fulham,16,5,5,6,16:23,-7,20,2006,16
14,Blackburn,16,4,4,8,14:20,-6,16,2006,16
15,Newcastle,16,4,4,8,12:18,-6,16,2006,16
16,Middlesbrough,16,4,4,8,13:21,-8,16,2006,16
17,Sheff Utd,16,4,4,8,11:20,-9,16,2006,16
18,West Ham,16,4,2,10,10:20,-10,14,2006,16
19,Watford,16,2,7,7,12:21,-9,13,2006,16
20,Charlton,16,3,3,10,12:23,-11,12,2006,16
1,Man Utd.,17,14,2,1,38:9,29,44,2006,17
2,Chelsea,17,12,3,2,27:9,18,39,2006,17
3,FC Arsenal,17,8,5,4,27:13,14,29,2006,17
4,FC Portsmouth,17,8,4,5,23:14,9,28,2006,17
5,Liverpool,17,8,4,5,23:15,8,28,2006,17
6,Bolton,17,8,3,6,19:15,4,27,2006,17
7,Reading,17,8,2,7,19:21,-2,26,2006,17
8,Aston Villa,17,5,10,2,21:17,4,25,2006,17
9,Tottenham,17,7,4,6,20:21,-1,25,2006,17
10,Everton,17,6,6,5,20:17,3,24,2006,17
11,Wigan,17,6,4,7,20:22,-2,22,2006,17
12,Manchester City,17,5,5,7,14:20,-6,20,2006,17
13,FC Fulham,17,5,5,7,16:27,-11,20,2006,17
14,Newcastle,17,5,4,8,15:19,-4,19,2006,17
15,Middlesbrough,17,4,5,8,14:22,-8,17,2006,17
16,Sheff Utd,17,4,5,8,13:22,-9,17,2006,17
17,Blackburn,17,4,4,9,15:23,-8,16,2006,17
18,Watford,17,2,8,7,12:21,-9,14,2006,17
19,West Ham,17,4,2,11,10:24,-14,14,2006,17
20,Charlton,17,3,3,11,13:28,-15,12,2006,17
1,Man Utd.,18,14,2,2,38:10,28,44,2006,18
2,Chelsea,18,13,3,2,30:11,19,42,2006,18
3,Liverpool,18,9,4,5,26:15,11,31,2006,18
4,FC Arsenal,18,8,6,4,29:15,14,30,2006,18
5,Bolton,18,9,3,6,20:15,5,30,2006,18
6,FC Portsmouth,18,8,5,5,25:16,9,29,2006,18
7,Tottenham,18,8,4,6,22:22,0,28,2006,18
8,Reading,18,8,2,8,20:23,-3,26,2006,18
9,Aston Villa,18,5,10,3,21:18,3,25,2006,18
10,Everton,18,6,6,6,22:20,2,24,2006,18
11,FC Fulham,18,6,5,7,18:28,-10,23,2006,18
12,Wigan,18,6,4,8,20:23,-3,22,2006,18
13,Newcastle,18,6,4,8,17:20,-3,22,2006,18
14,Manchester City,18,5,5,8,15:22,-7,20,2006,18
15,Sheff Utd,18,5,5,8,14:22,-8,20,2006,18
16,Blackburn,18,5,4,9,17:24,-7,19,2006,18
17,Middlesbrough,18,4,5,9,15:24,-9,17,2006,18
18,West Ham,18,5,2,11,11:24,-13,17,2006,18
19,Watford,18,2,8,8,13:23,-10,14,2006,18
20,Charlton,18,3,3,12,13:31,-18,12,2006,18
1,Man Utd.,19,15,2,2,41:10,31,47,2006,19
2,Chelsea,19,14,3,2,33:13,20,45,2006,19
3,Liverpool,19,10,4,5,28:15,13,34,2006,19
4,FC Arsenal,19,9,6,4,35:17,18,33,2006,19
5,Bolton,19,10,3,6,22:15,7,33,2006,19
6,FC Portsmouth,19,9,5,5,28:17,11,32,2006,19
7,Tottenham,19,8,4,7,23:25,-2,28,2006,19
8,Everton,19,7,6,6,24:20,4,27,2006,19
9,Reading,19,8,2,9,20:25,-5,26,2006,19
10,Aston Villa,19,5,10,4,21:21,0,25,2006,19
11,Newcastle,19,7,4,8,20:21,-1,25,2006,19
12,FC Fulham,19,6,6,7,18:28,-10,24,2006,19
13,Wigan,19,6,4,9,22:26,-4,22,2006,19
14,Middlesbrough,19,5,5,9,17:24,-7,20,2006,19
15,Manchester City,19,5,5,9,15:24,-9,20,2006,19
16,Sheff Utd,19,5,5,9,15:25,-10,20,2006,19
17,Blackburn,19,5,4,10,19:30,-11,19,2006,19
18,West Ham,19,5,3,11,11:24,-13,18,2006,19
19,Watford,19,2,8,9,13:25,-12,14,2006,19
20,Charlton,19,3,3,13,13:33,-20,12,2006,19
1,Man Utd.,20,16,2,2,44:11,33,50,2006,20
2,Chelsea,20,14,4,2,35:15,20,46,2006,20
3,FC Arsenal,20,10,6,4,37:18,19,36,2006,20
4,Bolton,20,11,3,6,24:16,8,36,2006,20
5,FC Portsmouth,20,10,5,5,30:18,12,35,2006,20
6,Liverpool,20,10,4,6,28:16,12,34,2006,20
7,Tottenham,20,9,4,7,25:26,-1,31,2006,20
8,Everton,20,7,7,6,24:20,4,28,2006,20
9,Reading,20,8,3,9,22:27,-5,27,2006,20
10,Aston Villa,20,5,10,5,22:23,-1,25,2006,20
11,Newcastle,20,7,4,9,21:23,-2,25,2006,20
12,FC Fulham,20,6,7,7,20:30,-10,25,2006,20
13,Manchester City,20,6,5,9,16:24,-8,23,2006,20
14,Wigan,20,6,4,10,23:29,-6,22,2006,20
15,Blackburn,20,6,4,10,20:30,-10,22,2006,20
16,Middlesbrough,20,5,6,9,17:24,-7,21,2006,20
17,Sheff Utd,20,5,5,10,15:26,-11,20,2006,20
18,West Ham,20,5,3,12,12:26,-14,18,2006,20
19,Watford,20,2,8,10,14:27,-13,14,2006,20
20,Charlton,20,3,4,13,15:35,-20,13,2006,20
1,Man Utd.,21,17,2,2,47:13,34,53,2006,21
2,Chelsea,21,14,5,2,37:17,20,47,2006,21
3,Bolton,21,12,3,6,27:18,9,39,2006,21
4,Liverpool,21,11,4,6,29:16,13,37,2006,21
5,FC Arsenal,21,10,6,5,37:19,18,36,2006,21
6,FC Portsmouth,21,10,5,6,32:21,11,35,2006,21
7,Everton,21,8,7,6,27:20,7,31,2006,21
8,Tottenham,21,9,4,8,25:27,-2,31,2006,21
9,Reading,21,8,3,10,24:30,-6,27,2006,21
10,Manchester City,21,7,5,9,17:24,-7,26,2006,21
11,FC Fulham,21,6,8,7,22:32,-10,26,2006,21
12,Aston Villa,21,5,10,6,23:25,-2,25,2006,21
13,Newcastle,21,7,4,10,21:26,-5,25,2006,21
14,Blackburn,21,7,4,10,22:31,-9,25,2006,21
15,Wigan,21,6,5,10,24:30,-6,23,2006,21
16,Sheff Utd,21,6,5,10,16:26,-10,23,2006,21
17,Middlesbrough,21,5,6,10,18:26,-8,21,2006,21
18,West Ham,21,5,3,13,12:27,-15,18,2006,21
19,Charlton,21,4,4,13,17:36,-19,16,2006,21
20,Watford,21,2,9,10,15:28,-13,15,2006,21
1,Man Utd.,22,17,3,2,49:15,34,54,2006,22
2,Chelsea,22,14,6,2,37:17,20,48,2006,22
3,Liverpool,22,12,4,6,32:16,16,40,2006,22
4,FC Arsenal,22,11,6,5,41:19,22,39,2006,22
5,Bolton,22,12,3,7,27:21,6,39,2006,22
6,FC Portsmouth,22,10,6,6,33:22,11,36,2006,22
7,Tottenham,22,9,5,8,26:28,-2,32,2006,22
8,Everton,22,8,7,7,28:22,6,31,2006,22
9,Reading,22,9,3,10,30:30,0,30,2006,22
10,Manchester City,22,8,5,9,19:25,-6,29,2006,22
11,Blackburn,22,8,4,10,25:31,-6,28,2006,22
12,FC Fulham,22,6,9,7,22:32,-10,27,2006,22
13,Aston Villa,22,5,11,6,23:25,-2,26,2006,22
14,Newcastle,22,7,5,10,23:28,-5,26,2006,22
15,Middlesbrough,22,6,6,10,21:27,-6,24,2006,22
16,Wigan,22,6,5,11,24:33,-9,23,2006,22
17,Sheff Utd,22,6,5,11,17:29,-12,23,2006,22
18,West Ham,22,5,3,14,12:33,-21,18,2006,22
19,Watford,22,2,10,10,15:28,-13,16,2006,22
20,Charlton,22,4,4,14,17:40,-23,16,2006,22
1,Man Utd.,23,18,3,2,52:16,36,57,2006,23
2,Chelsea,23,15,6,2,41:17,24,51,2006,23
3,Liverpool,23,13,4,6,35:16,19,43,2006,23
4,FC Arsenal,23,12,6,5,43:19,24,42,2006,23
5,Bolton,23,12,4,7,27:21,6,40,2006,23
6,FC Portsmouth,23,10,7,6,34:23,11,37,2006,23
7,Everton,23,8,8,7,29:23,6,32,2006,23
8,Tottenham,23,9,5,9,28:31,-3,32,2006,23
9,Reading,23,9,4,10,31:31,0,31,2006,23
10,Manchester City,23,8,6,9,19:25,-6,30,2006,23
11,Newcastle,23,8,5,10,26:30,-4,29,2006,23
12,Blackburn,23,8,4,11,25:33,-8,28,2006,23
13,FC Fulham,23,6,10,7,25:35,-10,28,2006,23
14,Middlesbrough,23,7,6,10,24:28,-4,27,2006,23
15,Aston Villa,23,5,11,7,24:28,-4,26,2006,23
16,Sheff Utd,23,6,6,11,18:30,-12,24,2006,23
17,Wigan,23,6,5,12,24:37,-13,23,2006,23
18,West Ham,23,5,4,14,15:36,-21,19,2006,23
19,Watford,23,2,10,11,15:31,-16,16,2006,23
20,Charlton,23,4,4,15,18:43,-25,16,2006,23
1,Man Utd.,24,18,3,3,53:18,35,57,2006,24
2,Chelsea,24,15,6,3,41:19,22,51,2006,24
3,Liverpool,24,14,4,6,37:16,21,46,2006,24
4,FC Arsenal,24,13,6,5,45:20,25,45,2006,24
5,Bolton,24,12,4,8,28:26,2,40,2006,24
6,FC Portsmouth,24,10,7,7,34:24,10,37,2006,24
7,Everton,24,9,8,7,31:23,8,35,2006,24
8,Reading,24,10,4,10,34:32,2,34,2006,24
9,Tottenham,24,9,6,9,29:32,-3,33,2006,24
