Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
7,Aston Villa,9,5,2,2,12:6,6,17,1995,9
8,Leeds,9,5,1,3,14:12,2,16,1995,9
9,Chelsea,9,4,3,2,10:7,3,15,1995,9
10,Tottenham,9,4,2,3,14:12,2,14,1995,9
11,Blackburn,9,3,1,5,12:14,-2,10,1995,9
12,Wimbledon FC,9,3,1,5,13:17,-4,10,1995,9
13,West Ham,9,2,3,4,8:11,-3,9,1995,9
14,QPR,9,3,0,6,9:15,-6,9,1995,9
15,Everton,9,2,2,5,11:14,-3,8,1995,9
16,Sheff Wed,9,2,2,5,8:12,-4,8,1995,9
17,Coventry City,9,1,4,4,7:17,-10,7,1995,9
18,Southampton,9,1,3,5,8:16,-8,6,1995,9
19,Bolton,9,1,2,6,9:19,-10,5,1995,9
20,Manchester City,9,0,1,8,3:15,-12,1,1995,9
1,Newcastle,10,9,0,1,26:7,19,27,1995,10
2,Man Utd.,10,7,2,1,21:11,10,23,1995,10
3,FC Arsenal,10,6,3,1,15:5,10,21,1995,10
4,Middlesbrough,10,6,3,1,11:4,7,21,1995,10
5,Liverpool,10,6,2,2,18:8,10,20,1995,10
6,Nottm Forest,10,5,5,0,18:11,7,20,1995,10
7,Aston Villa,10,5,2,3,12:8,4,17,1995,10
8,Leeds,10,5,2,3,14:12,2,17,1995,10
9,Tottenham,10,4,3,3,15:13,2,15,1995,10
10,Chelsea,10,4,3,3,11:11,0,15,1995,10
11,Blackburn,10,3,2,5,13:15,-2,11,1995,10
12,Sheff Wed,10,3,2,5,9:12,-3,11,1995,10
13,West Ham,10,2,4,4,9:12,-3,10,1995,10
14,Wimbledon FC,10,3,1,6,14:23,-9,10,1995,10
15,Everton,10,2,3,5,12:15,-3,9,1995,10
16,QPR,10,3,0,7,9:16,-7,9,1995,10
17,Coventry City,10,1,4,5,7:18,-11,7,1995,10
18,Southampton,10,1,3,6,9:19,-10,6,1995,10
19,Bolton,10,1,2,7,11:22,-11,5,1995,10
20,Manchester City,10,0,2,8,3:15,-12,2,1995,10
1,Newcastle,11,9,1,1,27:8,19,28,1995,11
2,Man Utd.,11,8,2,1,23:11,12,26,1995,11
3,Liverpool,11,7,2,2,24:8,16,23,1995,11
4,FC Arsenal,11,6,3,2,15:6,9,21,1995,11
5,Nottm Forest,11,5,6,0,19:12,7,21,1995,11
6,Middlesbrough,11,6,3,2,11:6,5,21,1995,11
7,Aston Villa,11,6,2,3,13:8,5,20,1995,11
8,Leeds,11,6,2,3,17:13,4,20,1995,11
9,Tottenham,11,4,4,3,16:14,2,16,1995,11
10,Chelsea,11,4,3,4,11:14,-3,15,1995,11
11,Blackburn,11,4,2,5,16:15,1,14,1995,11
12,West Ham,11,3,4,4,10:12,-2,13,1995,11
13,Sheff Wed,11,3,2,6,9:13,-4,11,1995,11
14,QPR,11,3,1,7,10:17,-7,10,1995,11
15,Wimbledon FC,11,3,1,7,15:25,-10,10,1995,11
16,Everton,11,2,3,6,12:16,-4,9,1995,11
17,Southampton,11,2,3,6,11:20,-9,9,1995,11
18,Bolton,11,2,2,7,12:22,-10,8,1995,11
19,Coventry City,11,1,4,6,8:21,-13,7,1995,11
20,Manchester City,11,0,2,9,3:21,-18,2,1995,11
1,Newcastle,12,10,1,1,29:9,20,31,1995,12
2,Man Utd.,12,8,2,2,23:12,11,26,1995,12
3,Nottm Forest,12,6,6,0,23:13,10,24,1995,12
4,FC Arsenal,12,7,3,2,16:6,10,24,1995,12
5,Liverpool,12,7,2,3,25:10,15,23,1995,12
6,Aston Villa,12,7,2,3,17:9,8,23,1995,12
7,Middlesbrough,12,6,4,2,12:7,5,22,1995,12
8,Leeds,12,6,3,3,18:14,4,21,1995,12
9,Tottenham,12,5,4,3,19:16,3,19,1995,12
10,Chelsea,12,4,4,4,11:14,-3,16,1995,12
11,Blackburn,12,4,2,6,16:16,0,14,1995,12
12,West Ham,12,3,4,5,11:16,-5,13,1995,12
13,Everton,12,3,3,6,13:16,-3,12,1995,12
14,Sheff Wed,12,3,3,6,9:13,-4,12,1995,12
15,Southampton,12,3,3,6,13:20,-7,12,1995,12
16,QPR,12,3,1,8,10:19,-9,10,1995,12
17,Wimbledon FC,12,3,1,8,16:29,-13,10,1995,12
18,Bolton,12,2,2,8,12:23,-11,8,1995,12
19,Coventry City,12,1,4,7,10:24,-14,7,1995,12
20,Manchester City,12,1,2,9,4:21,-17,5,1995,12
1,Newcastle,13,10,2,1,30:10,20,32,1995,13
2,Man Utd.,13,9,2,2,27:13,14,29,1995,13
3,FC Arsenal,13,7,3,3,17:8,9,24,1995,13
4,Aston Villa,13,7,3,3,18:10,8,24,1995,13
5,Leeds,13,7,3,3,19:14,5,24,1995,13
6,Nottm Forest,13,6,6,1,23:20,3,24,1995,13
7,Liverpool,13,7,2,4,26:12,14,23,1995,13
8,Middlesbrough,13,6,5,2,12:7,5,23,1995,13
9,Tottenham,13,6,4,3,21:17,4,22,1995,13
10,Blackburn,13,5,2,6,23:16,7,17,1995,13
11,West Ham,13,4,4,5,14:16,-2,16,1995,13
12,Chelsea,13,4,4,5,11:15,-4,16,1995,13
13,Everton,13,4,3,6,15:17,-2,15,1995,13
14,Sheff Wed,13,3,4,6,10:14,-4,13,1995,13
15,Southampton,13,3,3,7,14:24,-10,12,1995,13
16,QPR,13,3,2,8,11:20,-9,11,1995,13
17,Wimbledon FC,13,3,2,8,16:29,-13,11,1995,13
18,Bolton,13,2,2,9,12:26,-14,8,1995,13
19,Coventry City,13,1,5,7,11:25,-14,8,1995,13
20,Manchester City,13,1,3,9,5:22,-17,6,1995,13
1,Newcastle,14,11,2,1,31:10,21,35,1995,14
2,Man Utd.,14,10,2,2,31:13,18,32,1995,14
3,FC Arsenal,14,8,3,3,21:10,11,27,1995,14
4,Aston Villa,14,8,3,3,19:10,9,27,1995,14
5,Nottm Forest,14,7,6,1,25:21,4,27,1995,14
6,Tottenham,14,7,4,3,22:17,5,25,1995,14
7,Liverpool,14,7,3,4,26:12,14,24,1995,14
8,Leeds,14,7,3,4,20:16,4,24,1995,14
9,Middlesbrough,14,6,5,3,12:8,4,23,1995,14
10,Chelsea,14,5,4,5,14:17,-3,19,1995,14
11,Everton,14,5,3,6,17:17,0,18,1995,14
12,Blackburn,14,5,2,7,23:17,6,17,1995,14
13,West Ham,14,4,5,5,14:16,-2,17,1995,14
14,Sheff Wed,14,3,4,7,12:18,-6,13,1995,14
15,Southampton,14,3,3,8,14:25,-11,12,1995,14
16,QPR,14,3,2,9,11:22,-11,11,1995,14
17,Wimbledon FC,14,3,2,9,16:30,-14,11,1995,14
18,Manchester City,14,2,3,9,6:22,-16,9,1995,14
19,Bolton,14,2,2,10,14:29,-15,8,1995,14
20,Coventry City,14,1,5,8,11:29,-18,8,1995,14
1,Newcastle,15,12,2,1,33:11,22,38,1995,15
2,Man Utd.,15,10,3,2,32:14,18,33,1995,15
3,FC Arsenal,15,8,4,3,21:10,11,28,1995,15
4,Nottm Forest,15,7,7,1,26:22,4,28,1995,15
5,Aston Villa,15,8,3,4,19:11,8,27,1995,15
6,Tottenham,15,7,5,3,22:17,5,26,1995,15
7,Middlesbrough,15,7,5,3,14:9,5,26,1995,15
8,Liverpool,15,7,3,5,27:14,13,24,1995,15
9,Leeds,15,7,3,5,21:18,3,24,1995,15
10,West Ham,15,5,5,5,15:16,-1,20,1995,15
11,Chelsea,15,5,5,5,14:17,-3,20,1995,15
12,Everton,15,5,4,6,19:19,0,19,1995,15
13,Blackburn,15,5,3,7,23:17,6,18,1995,15
14,Southampton,15,4,3,8,15:25,-10,15,1995,15
15,Sheff Wed,15,3,5,7,14:20,-6,14,1995,15
16,Wimbledon FC,15,3,3,9,19:33,-14,12,1995,15
17,Manchester City,15,3,3,9,7:22,-15,12,1995,15
18,QPR,15,3,2,10,11:23,-12,11,1995,15
19,Coventry City,15,1,6,8,14:32,-18,9,1995,15
20,Bolton,15,2,2,11,14:30,-16,8,1995,15
1,Newcastle,16,12,3,1,36:14,22,39,1995,16
2,Man Utd.,16,10,4,2,33:15,18,34,1995,16
3,FC Arsenal,16,8,5,3,22:11,11,29,1995,16
4,Nottm Forest,16,7,8,1,27:23,4,29,1995,16
5,Aston Villa,16,8,4,4,20:12,8,28,1995,16
6,Tottenham,16,7,6,3,22:17,5,27,1995,16
7,Middlesbrough,16,7,6,3,15:10,5,27,1995,16
8,Liverpool,16,7,4,5,28:15,13,25,1995,16
9,Leeds,16,7,3,6,21:19,2,24,1995,16
10,Blackburn,16,6,3,7,27:19,8,21,1995,16
11,Chelsea,16,5,6,5,15:18,-3,21,1995,16
12,Everton,16,5,5,6,19:19,0,20,1995,16
13,West Ham,16,5,5,6,17:20,-3,20,1995,16
14,Sheff Wed,16,4,5,7,18:23,-5,17,1995,16
15,Southampton,16,4,4,8,16:26,-10,16,1995,16
16,Manchester City,16,4,3,9,8:22,-14,15,1995,16
17,Wimbledon FC,16,3,4,9,22:36,-14,13,1995,16
18,QPR,16,3,3,10,12:24,-12,12,1995,16
19,Bolton,16,2,3,11,15:31,-16,9,1995,16
20,Coventry City,16,1,6,9,17:36,-19,9,1995,16
1,Newcastle,17,12,3,2,36:15,21,39,1995,17
2,Man Utd.,17,10,5,2,35:17,18,35,1995,17
3,FC Arsenal,17,8,6,3,22:11,11,30,1995,17
4,Middlesbrough,17,8,6,3,19:11,8,30,1995,17
5,Tottenham,17,8,6,3,23:17,6,30,1995,17
6,Nottm Forest,17,7,9,1,28:24,4,30,1995,17
7,Aston Villa,17,8,5,4,21:13,8,29,1995,17
8,Liverpool,17,8,4,5,29:15,14,28,1995,17
9,Leeds,17,7,4,6,22:20,2,25,1995,17
10,Chelsea,17,6,6,5,16:18,-2,24,1995,17
11,Everton,17,6,5,6,22:19,3,23,1995,17
12,Blackburn,17,6,3,8,27:24,3,21,1995,17
13,West Ham,17,5,5,7,17:23,-6,20,1995,17
14,Sheff Wed,17,4,6,7,20:25,-5,18,1995,17
15,Southampton,17,4,5,8,16:26,-10,17,1995,17
16,Manchester City,17,4,3,10,9:26,-17,15,1995,17
17,Wimbledon FC,17,3,5,9,23:37,-14,14,1995,17
18,QPR,17,3,3,11,12:25,-13,12,1995,17
19,Coventry City,17,2,6,9,22:36,-14,12,1995,17
20,Bolton,17,2,3,12,15:32,-17,9,1995,17
1,Newcastle,18,13,3,2,37:15,22,42,1995,18
2,Man Utd.,18,10,5,3,35:19,16,35,1995,18
3,Tottenham,18,9,6,3,24:17,7,33,1995,18
4,Aston Villa,18,9,5,4,25:14,11,32,1995,18
5,Liverpool,18,9,4,5,31:15,16,31,1995,18
6,FC Arsenal,18,8,7,3,23:12,11,31,1995,18
7,Nottm Forest,18,7,10,1,29:25,4,31,1995,18
8,Middlesbrough,18,8,6,4,19:12,7,30,1995,18
9,Leeds,18,7,4,7,24:26,-2,25,1995,18
10,Chelsea,18,6,7,5,17:19,-2,25,1995,18
11,Blackburn,18,7,3,8,28:24,4,24,1995,18
12,Everton,18,6,5,7,22:20,2,23,1995,18
13,West Ham,18,6,5,7,19:24,-5,23,1995,18
14,Sheff Wed,18,5,6,7,26:27,-1,21,1995,18
15,Southampton,18,4,5,9,17:28,-11,17,1995,18
16,Manchester City,18,4,4,10,10:27,-17,16,1995,18
17,QPR,18,4,3,11,14:26,-12,15,1995,18
18,Wimbledon FC,18,3,5,10,23:38,-15,14,1995,18
19,Coventry City,18,2,6,10,23:40,-17,12,1995,18
20,Bolton,18,2,3,13,16:34,-18,9,1995,18
1,Newcastle,19,14,3,2,40:16,24,45,1995,19
2,Man Utd.,19,10,5,4,36:22,14,35,1995,19
3,Liverpool,19,10,4,5,34:16,18,34,1995,19
4,Tottenham,19,9,7,3,26:19,7,34,1995,19
5,Middlesbrough,19,9,6,4,23:14,9,33,1995,19
6,Aston Villa,19,9,5,5,25:15,10,32,1995,19
7,FC Arsenal,19,8,7,4,24:15,9,31,1995,19
8,Nottm Forest,19,7,10,2,30:28,2,31,1995,19
9,Leeds,19,8,4,7,27:27,0,28,1995,19
10,Chelsea,19,7,7,5,18:19,-1,28,1995,19
11,Blackburn,19,7,4,8,29:25,4,25,1995,19
12,Everton,19,6,5,8,23:22,1,23,1995,19
13,West Ham,19,6,5,8,21:28,-7,23,1995,19
14,Sheff Wed,19,5,7,7,28:29,-1,22,1995,19
15,Southampton,19,4,6,9,19:30,-11,18,1995,19
16,QPR,19,5,3,11,15:26,-11,18,1995,19
17,Manchester City,19,4,4,11,10:28,-18,16,1995,19
18,Wimbledon FC,19,3,6,10,24:39,-15,15,1995,19
19,Coventry City,19,3,6,10,25:41,-16,15,1995,19
20,Bolton,19,2,4,13,18:36,-18,10,1995,19
1,Newcastle,20,14,3,3,40:18,22,45,1995,20
2,Man Utd.,20,11,5,4,38:22,16,38,1995,20
3,Liverpool,20,11,4,5,36:16,20,37,1995,20
4,Tottenham,20,9,8,3,26:19,7,35,1995,20
5,FC Arsenal,20,9,7,4,27:15,12,34,1995,20
6,Nottm Forest,20,8,10,2,31:28,3,34,1995,20
7,Middlesbrough,20,9,6,5,23:18,5,33,1995,20
8,Aston Villa,20,9,5,6,25:17,8,32,1995,20
9,Leeds,20,9,4,7,29:27,2,31,1995,20
10,Blackburn,20,8,4,8,31:25,6,28,1995,20
11,Chelsea,20,7,7,6,19:21,-2,28,1995,20
12,Everton,20,7,5,8,27:22,5,26,1995,20
13,West Ham,20,7,5,8,24:30,-6,26,1995,20
14,Sheff Wed,20,5,7,8,28:30,-2,22,1995,20
15,Southampton,20,4,7,9,19:30,-11,19,1995,20
16,Wimbledon FC,20,4,6,10,26:40,-14,18,1995,20
17,QPR,20,5,3,12,15:29,-14,18,1995,20
18,Manchester City,20,4,4,12,10:30,-20,16,1995,20
19,Coventry City,20,3,6,11,27:44,-17,15,1995,20
20,Bolton,20,2,4,14,18:38,-20,10,1995,20
1,Newcastle,21,14,3,4,40:20,20,45,1995,21
2,Man Utd.,21,12,5,4,40:23,17,41,1995,21
3,Liverpool,21,11,5,5,38:18,20,38,1995,21
4,Nottm Forest,21,9,10,2,32:28,4,37,1995,21
5,Aston Villa,21,10,5,6,28:19,9,35,1995,21
6,Tottenham,21,9,8,4,27:21,6,35,1995,21
7,FC Arsenal,21,9,7,5,28:18,10,34,1995,21
8,Middlesbrough,21,9,6,6,23:19,4,33,1995,21
9,Blackburn,21,9,4,8,33:26,7,31,1995,21
10,Leeds,21,9,4,8,29:29,0,31,1995,21
11,Everton,21,8,5,8,29:22,7,29,1995,21
12,Chelsea,21,7,8,6,21:23,-2,29,1995,21
13,West Ham,21,8,5,8,26:30,-4,29,1995,21
14,Sheff Wed,21,5,7,9,30:33,-3,22,1995,21
15,Wimbledon FC,21,5,6,10,29:41,-12,21,1995,21
16,Southampton,21,4,8,9,20:31,-11,20,1995,21
17,QPR,21,5,3,13,16:31,-15,18,1995,21
18,Coventry City,21,4,6,11,29:45,-16,18,1995,21
19,Manchester City,21,4,5,12,11:31,-20,17,1995,21
20,Bolton,21,2,4,15,19:40,-21,10,1995,21
1,Newcastle,22,15,3,4,42:20,22,48,1995,22
2,Liverpool,22,12,5,5,42:20,22,41,1995,22
3,Man Utd.,22,12,5,5,41:27,14,41,1995,22
4,Aston Villa,22,11,5,6,30:19,11,38,1995,22
5,Tottenham,22,10,8,4,31:22,9,38,1995,22
6,Nottm Forest,22,9,10,3,34:32,2,37,1995,22
7,FC Arsenal,22,9,7,6,28:20,8,34,1995,22
8,Middlesbrough,22,9,6,7,23:21,2,33,1995,22
9,Everton,22,9,5,8,32:24,8,32,1995,22
10,Blackburn,22,9,5,8,33:26,7,32,1995,22
11,Leeds,22,9,5,8,29:29,0,32,1995,22
12,Chelsea,22,8,8,6,23:24,-1,32,1995,22
13,West Ham,22,8,5,9,27:32,-5,29,1995,22
14,Sheff Wed,22,6,7,9,34:35,-1,25,1995,22
15,Southampton,22,4,9,9,21:32,-11,21,1995,22
16,Wimbledon FC,22,5,6,11,31:44,-13,21,1995,22
17,Manchester City,22,5,5,12,13:32,-19,20,1995,22
18,Coventry City,22,4,7,11,30:46,-16,19,1995,22
19,QPR,22,5,3,14,17:33,-16,18,1995,22
20,Bolton,22,2,4,16,21:44,-23,10,1995,22
1,Newcastle,23,16,3,4,43:20,23,51,1995,23
2,Liverpool,23,12,6,5,43:21,22,42,1995,23
3,Man Utd.,23,12,6,5,41:27,14,42,1995,23
4,Tottenham,23,11,8,4,32:22,10,41,1995,23
5,Nottm Forest,23,10,10,3,35:32,3,40,1995,23
6,Aston Villa,23,11,6,6,30:19,11,39,1995,23
7,FC Arsenal,23,10,7,6,31:22,9,37,1995,23
8,Blackburn,23,10,5,8,34:26,8,35,1995,23
9,Leeds,23,10,5,8,31:29,2,35,1995,23
10,Everton,23,9,6,8,33:25,8,33,1995,23
11,Middlesbrough,23,9,6,8,25:24,1,33,1995,23
12,Chelsea,23,8,9,6,24:25,-1,33,1995,23
13,West Ham,23,8,5,10,27:34,-7,29,1995,23
14,Sheff Wed,23,6,8,9,35:36,-1,26,1995,23
15,Southampton,23,4,9,10,21:33,-12,21,1995,23
16,Wimbledon FC,23,5,6,12,31:45,-14,21,1995,23
17,Manchester City,23,5,5,13,13:33,-20,20,1995,23
18,Coventry City,23,4,7,12,30:47,-17,19,1995,23
19,QPR,23,5,3,15,17:34,-17,18,1995,23
20,Bolton,23,3,4,16,22:44,-22,13,1995,23
1,Newcastle,24,17,3,4,45:21,24,54,1995,24
2,Liverpool,24,13,6,5,48:21,27,45,1995,24
3,Man Utd.,24,13,6,5,42:27,15,45,1995,24
4,Aston Villa,24,12,6,6,32:20,12,42,1995,24
5,Tottenham,24,11,8,5,33:24,9,41,1995,24
6,Nottm Forest,24,10,10,4,35:33,2,40,1995,24
7,Blackburn,24,11,5,8,37:26,11,38,1995,24
8,FC Arsenal,24,10,7,7,32:24,8,37,1995,24
