Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
9,Tottenham,16,8,2,6,25:21,4,26,1999,16
10,Middlesbrough,16,7,2,7,20:23,-3,23,1999,16
11,Everton,16,5,6,5,24:22,2,21,1999,16
12,Coventry City,16,5,5,6,23:18,5,20,1999,16
13,Aston Villa,16,5,4,7,14:18,-4,19,1999,16
14,Wimbledon FC,16,3,8,5,22:29,-7,17,1999,16
15,Newcastle,16,4,4,8,27:30,-3,16,1999,16
16,Southampton,16,4,4,8,20:27,-7,16,1999,16
17,Bradford,16,3,4,9,13:25,-12,13,1999,16
18,Derby,16,3,3,10,15:28,-13,12,1999,16
19,Watford,16,3,2,11,13:28,-15,11,1999,16
20,Sheff Wed,16,1,3,12,13:37,-24,6,1999,16
1,Man Utd.,17,12,3,2,41:21,20,39,1999,17
2,Leeds,17,12,2,3,30:19,11,38,1999,17
3,FC Arsenal,17,11,2,4,31:16,15,35,1999,17
4,AFC Sunderland,17,10,4,3,31:17,14,34,1999,17
5,Liverpool,17,9,3,5,24:14,10,30,1999,17
6,Leicester,17,9,2,6,26:23,3,29,1999,17
7,Chelsea,17,8,4,5,23:16,7,28,1999,17
8,West Ham,17,8,4,5,19:14,5,28,1999,17
9,Tottenham,17,8,3,6,25:21,4,27,1999,17
10,Middlesbrough,17,7,3,7,21:24,-3,24,1999,17
11,Coventry City,17,5,6,6,23:18,5,21,1999,17
12,Everton,17,5,6,6,25:27,-2,21,1999,17
13,Wimbledon FC,17,4,8,5,27:29,-2,20,1999,17
14,Newcastle,17,5,4,8,28:30,-2,19,1999,17
15,Aston Villa,17,5,4,8,14:19,-5,19,1999,17
16,Southampton,17,4,5,8,20:27,-7,17,1999,17
17,Bradford,17,3,5,9,14:26,-12,14,1999,17
18,Derby,17,3,3,11,15:29,-14,12,1999,17
19,Watford,17,3,2,12,13:33,-20,11,1999,17
20,Sheff Wed,17,1,3,13,14:41,-27,6,1999,17
1,Man Utd.,18,13,3,2,45:23,22,42,1999,18
2,Leeds,18,13,2,3,32:19,13,41,1999,18
3,AFC Sunderland,18,11,4,3,33:17,16,37,1999,18
4,FC Arsenal,18,11,3,4,32:17,15,36,1999,18
5,Liverpool,18,10,3,5,26:14,12,33,1999,18
6,Leicester,18,9,2,7,26:24,2,29,1999,18
7,Chelsea,18,8,4,6,23:18,5,28,1999,18
8,West Ham,18,8,4,6,21:18,3,28,1999,18
9,Tottenham,18,8,3,7,26:23,3,27,1999,18
10,Middlesbrough,18,8,3,7,23:25,-2,27,1999,18
11,Everton,18,6,6,6,28:28,0,24,1999,18
12,Aston Villa,18,6,4,8,16:20,-4,22,1999,18
13,Coventry City,18,5,6,7,23:20,3,21,1999,18
14,Wimbledon FC,18,4,9,5,28:30,-2,21,1999,18
15,Newcastle,18,5,4,9,28:32,-4,19,1999,18
16,Southampton,18,4,5,9,20:29,-9,17,1999,18
17,Bradford,18,4,5,9,16:26,-10,17,1999,18
18,Derby,18,4,3,11,16:29,-13,15,1999,18
19,Watford,18,3,2,13,14:36,-22,11,1999,18
20,Sheff Wed,18,1,3,14,15:43,-28,6,1999,18
1,Man Utd.,19,14,3,2,49:23,26,45,1999,19
2,Leeds,19,14,2,3,34:20,14,44,1999,19
3,AFC Sunderland,19,11,4,4,33:22,11,37,1999,19
4,FC Arsenal,19,11,3,5,34:20,14,36,1999,19
5,Liverpool,19,10,4,5,28:16,12,34,1999,19
6,Chelsea,19,9,4,6,25:19,6,31,1999,19
7,Tottenham,19,9,3,7,30:23,7,30,1999,19
8,West Ham,19,8,5,6,23:20,3,29,1999,19
9,Leicester,19,9,2,8,27:26,1,29,1999,19
10,Everton,19,7,6,6,33:28,5,27,1999,19
11,Middlesbrough,19,8,3,8,23:26,-3,27,1999,19
12,Aston Villa,19,7,4,8,18:20,-2,25,1999,19
13,Coventry City,19,6,6,7,26:22,4,24,1999,19
14,Wimbledon FC,19,4,10,5,30:32,-2,22,1999,19
15,Newcastle,19,5,5,9,30:34,-4,20,1999,19
16,Southampton,19,4,5,10,21:31,-10,17,1999,19
17,Bradford,19,4,5,10,16:30,-14,17,1999,19
18,Derby,19,4,3,12,16:31,-15,15,1999,19
19,Watford,19,3,2,14,14:40,-26,11,1999,19
20,Sheff Wed,19,2,3,14,16:43,-27,9,1999,19
1,Man Utd.,20,14,4,2,51:25,26,46,1999,20
2,Leeds,20,14,2,4,34:22,12,44,1999,20
3,FC Arsenal,20,12,3,5,36:20,16,39,1999,20
4,AFC Sunderland,20,11,5,4,35:24,11,38,1999,20
5,Liverpool,20,11,4,5,31:17,14,37,1999,20
6,Chelsea,20,10,4,6,28:19,9,34,1999,20
7,Tottenham,20,9,4,7,31:24,7,31,1999,20
8,West Ham,20,8,6,6,24:21,3,30,1999,20
9,Middlesbrough,20,9,3,8,25:26,-1,30,1999,20
10,Leicester,20,9,2,9,28:28,0,29,1999,20
11,Everton,20,7,7,6,33:28,5,28,1999,20
12,Aston Villa,20,7,5,8,19:21,-2,26,1999,20
13,Coventry City,20,6,6,8,26:24,2,24,1999,20
14,Newcastle,20,6,5,9,32:35,-3,23,1999,20
15,Wimbledon FC,20,4,10,6,31:35,-4,22,1999,20
16,Bradford,20,4,6,10,16:30,-14,18,1999,20
17,Southampton,20,4,5,11,23:34,-11,17,1999,20
18,Derby,20,4,4,12,17:32,-15,16,1999,20
19,Watford,20,4,2,14,17:42,-25,14,1999,20
20,Sheff Wed,20,2,3,15,16:46,-30,9,1999,20
1,Man Utd.,21,15,4,2,52:25,27,49,1999,21
2,Leeds,21,14,2,5,35:24,11,44,1999,21
3,FC Arsenal,21,12,4,5,37:21,16,40,1999,21
4,AFC Sunderland,21,11,5,5,35:25,10,38,1999,21
5,Liverpool,21,11,4,6,31:18,13,37,1999,21
6,Chelsea,21,10,5,6,30:21,9,35,1999,21
7,Tottenham,21,10,4,7,32:24,8,34,1999,21
8,West Ham,21,8,7,6,26:23,3,31,1999,21
9,Leicester,21,9,3,9,30:30,0,30,1999,21
10,Middlesbrough,21,9,3,9,25:27,-2,30,1999,21
11,Everton,21,7,8,6,35:30,5,29,1999,21
12,Aston Villa,21,8,5,8,21:22,-1,29,1999,21
13,Coventry City,21,6,7,8,28:26,2,25,1999,21
14,Wimbledon FC,21,5,10,6,32:35,-3,25,1999,21
15,Newcastle,21,6,6,9,34:37,-3,24,1999,21
16,Southampton,21,5,5,11,24:34,-10,20,1999,21
17,Derby,21,5,4,12,19:32,-13,19,1999,21
18,Bradford,21,4,6,11,16:31,-15,18,1999,21
19,Watford,21,4,2,15,17:44,-27,14,1999,21
20,Sheff Wed,21,2,4,15,17:47,-30,10,1999,21
1,Man Utd.,22,16,4,2,53:25,28,52,1999,22
2,Leeds,22,14,2,6,35:25,10,44,1999,22
3,FC Arsenal,22,13,4,5,41:22,19,43,1999,22
4,Liverpool,22,12,4,6,34:20,14,40,1999,22
5,AFC Sunderland,22,11,5,6,36:29,7,38,1999,22
6,Chelsea,22,10,6,6,31:22,9,36,1999,22
7,Tottenham,22,10,5,7,34:26,8,35,1999,22
8,West Ham,22,8,8,6,27:24,3,32,1999,22
9,Leicester,22,9,4,9,31:31,0,31,1999,22
10,Everton,22,7,9,6,37:32,5,30,1999,22
11,Aston Villa,22,8,6,8,22:23,-1,30,1999,22
12,Middlesbrough,22,9,3,10,26:31,-5,30,1999,22
13,Coventry City,22,7,7,8,30:26,4,28,1999,22
14,Newcastle,22,7,6,9,39:37,2,27,1999,22
15,Wimbledon FC,22,5,10,7,32:37,-5,25,1999,22
16,Derby,22,6,4,12,23:33,-10,22,1999,22
17,Southampton,22,5,5,12,24:39,-15,20,1999,22
18,Bradford,22,4,6,12,16:33,-17,18,1999,22
19,Watford,22,4,2,16,19:47,-28,14,1999,22
20,Sheff Wed,22,3,4,15,19:47,-28,13,1999,22
1,Man Utd.,23,16,5,2,54:26,28,53,1999,23
2,Leeds,23,15,2,6,37:26,11,47,1999,23
3,FC Arsenal,23,13,5,5,42:23,19,44,1999,23
4,Liverpool,23,12,5,6,34:20,14,41,1999,23
5,AFC Sunderland,23,11,5,7,37:31,6,38,1999,23
6,Chelsea,23,10,7,6,31:22,9,37,1999,23
7,Tottenham,23,10,5,8,34:27,7,35,1999,23
8,West Ham,23,9,8,6,30:25,5,35,1999,23
9,Aston Villa,23,8,7,8,22:23,-1,31,1999,23
10,Leicester,23,9,4,10,32:34,-2,31,1999,23
11,Middlesbrough,23,9,4,10,26:31,-5,31,1999,23
12,Everton,23,7,9,7,37:34,3,30,1999,23
13,Coventry City,23,7,8,8,30:26,4,29,1999,23
14,Wimbledon FC,23,6,10,7,34:37,-3,28,1999,23
15,Newcastle,23,7,6,10,39:39,0,27,1999,23
16,Derby,23,6,5,12,23:33,-10,23,1999,23
17,Southampton,23,6,5,12,26:39,-13,23,1999,23
18,Bradford,23,5,6,12,19:35,-16,21,1999,23
19,Sheff Wed,23,4,4,15,20:47,-27,16,1999,23
20,Watford,23,4,2,17,21:50,-29,14,1999,23
1,Man Utd.,24,17,5,2,57:28,29,56,1999,24
2,Leeds,24,15,2,7,38:29,9,47,1999,24
3,FC Arsenal,24,13,5,6,43:25,18,44,1999,24
4,Liverpool,24,13,5,6,37:21,16,44,1999,24
5,Chelsea,24,11,7,6,32:22,10,40,1999,24
6,AFC Sunderland,24,11,6,7,39:33,6,39,1999,24
7,Tottenham,24,10,5,9,34:28,6,35,1999,24
8,West Ham,24,9,8,7,31:27,4,35,1999,24
9,Aston Villa,24,9,7,8,26:23,3,34,1999,24
10,Leicester,24,10,4,10,34:35,-1,34,1999,24
