Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
5,FC Arsenal,4,2,1,1,7:5,2,7,1996,4
6,Leeds,4,2,1,1,5:5,0,7,1996,4
7,Man Utd.,4,1,3,0,8:5,3,6,1996,4
8,Newcastle,4,2,0,2,5:5,0,6,1996,4
9,Middlesbrough,4,1,2,1,8:6,2,5,1996,4
10,AFC Sunderland,4,1,2,1,5:3,2,5,1996,4
11,Everton,4,1,2,1,4:3,1,5,1996,4
12,Tottenham,4,1,2,1,3:2,1,5,1996,4
13,Nottm Forest,4,1,2,1,7:7,0,5,1996,4
14,Leicester,4,1,1,2,3:5,-2,4,1996,4
15,West Ham,4,1,1,2,4:8,-4,4,1996,4
16,Derby,4,0,3,1,5:7,-2,3,1996,4
17,Wimbledon FC,4,1,0,3,1:6,-5,3,1996,4
18,Southampton,4,0,2,2,4:6,-2,2,1996,4
19,Blackburn,4,0,1,3,2:6,-4,1,1996,4
20,Coventry City,4,0,1,3,1:7,-6,1,1996,4
1,Sheff Wed,5,4,0,1,8:5,3,12,1996,5
2,Chelsea,5,3,2,0,8:3,5,11,1996,5
3,Liverpool,5,3,2,0,8:4,4,11,1996,5
4,Aston Villa,5,3,1,1,7:4,3,10,1996,5
5,Man Utd.,5,2,3,0,12:5,7,9,1996,5
6,Newcastle,5,3,0,2,7:6,1,9,1996,5
7,Middlesbrough,5,2,2,1,12:6,6,8,1996,5
8,FC Arsenal,5,2,2,1,9:7,2,8,1996,5
9,Leeds,5,2,1,2,5:9,-4,7,1996,5
10,AFC Sunderland,5,1,3,1,5:3,2,6,1996,5
11,Nottm Forest,5,1,3,1,7:7,0,6,1996,5
12,Derby,5,1,3,1,7:8,-1,6,1996,5
13,Wimbledon FC,5,2,0,3,5:6,-1,6,1996,5
14,Tottenham,5,1,2,2,4:4,0,5,1996,5
15,Leicester,5,1,2,2,3:5,-2,5,1996,5
16,Everton,5,1,2,2,4:7,-3,5,1996,5
17,West Ham,5,1,2,2,4:8,-4,5,1996,5
18,Southampton,5,0,2,3,5:8,-3,2,1996,5
19,Blackburn,5,0,1,4,3:8,-5,1,1996,5
20,Coventry City,5,0,1,4,1:11,-10,1,1996,5
1,Liverpool,6,4,2,0,11:4,7,14,1996,6
2,Man Utd.,6,3,3,0,16:6,10,12,1996,6
3,Chelsea,6,3,3,0,9:4,5,12,1996,6
4,Newcastle,6,4,0,2,9:7,2,12,1996,6
5,Sheff Wed,6,4,0,2,9:9,0,12,1996,6
6,Middlesbrough,6,3,2,1,14:7,7,11,1996,6
7,FC Arsenal,6,3,2,1,13:8,5,11,1996,6
8,Aston Villa,6,3,2,1,8:5,3,11,1996,6
9,Wimbledon FC,6,3,0,3,7:6,1,9,1996,6
10,Derby,6,2,3,1,8:8,0,9,1996,6
11,Tottenham,6,2,2,2,5:4,1,8,1996,6
12,Leeds,6,2,1,3,6:11,-5,7,1996,6
13,AFC Sunderland,6,1,3,2,5:4,1,6,1996,6
14,Nottm Forest,6,1,3,2,8:11,-3,6,1996,6
15,Everton,6,1,2,3,5:9,-4,5,1996,6
16,Leicester,6,1,2,3,3:8,-5,5,1996,6
17,West Ham,6,1,2,3,4:10,-6,5,1996,6
18,Coventry City,6,1,1,4,3:12,-9,4,1996,6
19,Southampton,6,0,2,4,5:9,-4,2,1996,6
20,Blackburn,6,0,1,5,4:10,-6,1,1996,6
1,Liverpool,7,5,2,0,16:5,11,17,1996,7
2,Newcastle,7,5,0,2,10:7,3,15,1996,7
3,FC Arsenal,7,4,2,1,15:8,7,14,1996,7
4,Man Utd.,7,3,4,0,16:6,10,13,1996,7
5,Sheff Wed,7,4,1,2,9:9,0,13,1996,7
6,Wimbledon FC,7,4,0,3,10:7,3,12,1996,7
7,Aston Villa,7,3,3,1,8:5,3,12,1996,7
8,Chelsea,7,3,3,1,10:9,1,12,1996,7
9,Middlesbrough,7,3,2,2,14:9,5,11,1996,7
10,Derby,7,2,4,1,8:8,0,10,1996,7
11,AFC Sunderland,7,2,3,2,6:4,2,9,1996,7
12,Tottenham,7,2,2,3,6:6,0,8,1996,7
13,West Ham,7,2,2,3,6:10,-4,8,1996,7
14,Leicester,7,2,2,3,5:9,-4,8,1996,7
15,Leeds,7,2,1,4,6:12,-6,7,1996,7
16,Everton,7,1,3,3,6:10,-4,6,1996,7
17,Nottm Forest,7,1,3,3,8:13,-5,6,1996,7
18,Coventry City,7,1,1,5,3:13,-10,4,1996,7
19,Southampton,7,0,2,5,6:12,-6,2,1996,7
20,Blackburn,7,0,2,5,5:11,-6,2,1996,7
1,Liverpool,8,6,2,0,18:6,12,20,1996,8
2,Newcastle,8,6,0,2,14:10,4,18,1996,8
3,FC Arsenal,8,5,2,1,17:8,9,17,1996,8
4,Man Utd.,8,4,4,0,18:6,12,16,1996,8
5,Wimbledon FC,8,5,0,3,12:7,5,15,1996,8
6,Chelsea,8,3,4,1,11:10,1,13,1996,8
7,Sheff Wed,8,4,1,3,9:11,-2,13,1996,8
8,Aston Villa,8,3,3,2,11:9,2,12,1996,8
9,Middlesbrough,8,3,2,3,14:13,1,11,1996,8
10,Leicester,8,3,2,3,6:9,-3,11,1996,8
11,Derby,8,2,4,2,8:10,-2,10,1996,8
12,AFC Sunderland,8,2,3,3,6:6,0,9,1996,8
13,Everton,8,2,3,3,8:10,-2,9,1996,8
14,Tottenham,8,2,2,4,6:8,-2,8,1996,8
15,West Ham,8,2,2,4,7:12,-5,8,1996,8
16,Nottm Forest,8,1,4,3,9:14,-5,7,1996,8
17,Leeds,8,2,1,5,6:13,-7,7,1996,8
18,Southampton,8,1,2,5,10:12,-2,5,1996,8
19,Coventry City,8,1,2,5,3:13,-10,5,1996,8
20,Blackburn,8,0,3,5,5:11,-6,3,1996,8
1,Newcastle,9,7,0,2,15:10,5,21,1996,9
2,FC Arsenal,9,6,2,1,19:8,11,20,1996,9
3,Liverpool,9,6,2,1,18:7,11,20,1996,9
4,Man Utd.,9,5,4,0,19:6,13,19,1996,9
5,Wimbledon FC,9,6,0,3,16:9,7,18,1996,9
6,Chelsea,9,4,4,1,14:11,3,16,1996,9
7,Sheff Wed,9,4,1,4,11:15,-4,13,1996,9
8,Middlesbrough,9,3,3,3,16:15,1,12,1996,9
9,Aston Villa,9,3,3,3,11:10,1,12,1996,9
10,Everton,9,3,3,3,10:11,-1,12,1996,9
11,Tottenham,9,3,2,4,7:8,-1,11,1996,9
12,Leicester,9,3,2,4,7:12,-5,11,1996,9
13,AFC Sunderland,9,2,4,3,8:8,0,10,1996,9
14,Derby,9,2,4,3,8:11,-3,10,1996,9
15,Leeds,9,3,1,5,8:13,-5,10,1996,9
16,West Ham,9,2,2,5,8:14,-6,8,1996,9
17,Nottm Forest,9,1,4,4,9:16,-7,7,1996,9
18,Southampton,9,1,3,5,11:13,-2,6,1996,9
19,Coventry City,9,1,3,5,4:14,-10,6,1996,9
20,Blackburn,9,0,3,6,5:13,-8,3,1996,9
1,Newcastle,10,8,0,2,20:10,10,24,1996,10
2,FC Arsenal,10,6,3,1,19:8,11,21,1996,10
3,Liverpool,10,6,3,1,19:8,11,21,1996,10
4,Wimbledon FC,10,7,0,3,20:11,9,21,1996,10
5,Man Utd.,10,5,4,1,19:11,8,19,1996,10
6,Chelsea,10,4,4,2,16:15,1,16,1996,10
7,Aston Villa,10,4,3,3,13:10,3,15,1996,10
8,Tottenham,10,4,2,4,10:8,2,14,1996,10
9,Sheff Wed,10,4,2,4,12:16,-4,14,1996,10
10,Everton,10,3,4,3,11:12,-1,13,1996,10
11,Middlesbrough,10,3,3,4,16:18,-2,12,1996,10
12,Derby,10,2,5,3,9:12,-3,11,1996,10
13,West Ham,10,3,2,5,9:14,-5,11,1996,10
14,Leicester,10,3,2,5,7:13,-6,11,1996,10
15,AFC Sunderland,10,2,4,4,8:11,-3,10,1996,10
16,Leeds,10,3,1,6,8:15,-7,10,1996,10
17,Southampton,10,2,3,5,14:13,1,9,1996,10
18,Nottm Forest,10,1,5,4,10:17,-7,8,1996,10
19,Coventry City,10,1,4,5,4:14,-10,7,1996,10
20,Blackburn,10,0,4,6,6:14,-8,4,1996,10
1,FC Arsenal,11,7,3,1,22:8,14,24,1996,11
2,Liverpool,11,7,3,1,21:9,12,24,1996,11
3,Newcastle,11,8,0,3,20:12,8,24,1996,11
4,Wimbledon FC,11,7,1,3,20:11,9,22,1996,11
5,Man Utd.,11,5,4,2,22:17,5,19,1996,11
6,Chelsea,11,5,4,2,19:16,3,19,1996,11
7,Everton,11,4,4,3,12:12,0,16,1996,11
8,Aston Villa,11,4,3,4,13:11,2,15,1996,11
9,Sheff Wed,11,4,3,4,12:16,-4,15,1996,11
10,Tottenham,11,4,2,5,11:11,0,14,1996,11
11,West Ham,11,4,2,5,11:15,-4,14,1996,11
12,Leicester,11,4,2,5,9:13,-4,14,1996,11
13,Middlesbrough,11,3,4,4,16:18,-2,13,1996,11
14,AFC Sunderland,11,3,4,4,9:11,-2,13,1996,11
15,Southampton,11,3,3,5,20:16,4,12,1996,11
16,Derby,11,2,5,4,10:14,-4,11,1996,11
17,Leeds,11,3,1,7,8:18,-10,10,1996,11
18,Nottm Forest,11,1,5,5,10:18,-8,8,1996,11
19,Coventry City,11,1,5,5,4:14,-10,8,1996,11
20,Blackburn,11,0,4,7,7:16,-9,4,1996,11
1,Newcastle,12,9,0,3,23:13,10,27,1996,12
2,FC Arsenal,12,7,4,1,24:10,14,25,1996,12
3,Liverpool,12,7,3,2,21:12,9,24,1996,12
4,Wimbledon FC,12,7,2,3,22:13,9,23,1996,12
5,Chelsea,12,6,4,2,21:17,4,22,1996,12
6,Man Utd.,12,5,4,3,23:19,4,19,1996,12
7,Aston Villa,12,5,3,4,15:11,4,18,1996,12
8,Tottenham,12,5,2,5,12:11,1,17,1996,12
9,Everton,12,4,5,3,13:13,0,17,1996,12
10,Sheff Wed,12,4,4,4,13:17,-4,16,1996,12
11,Derby,12,3,5,4,12:14,-2,14,1996,12
12,West Ham,12,4,2,6,11:16,-5,14,1996,12
13,Leicester,12,4,2,6,9:15,-6,14,1996,12
14,Southampton,12,3,4,5,21:17,4,13,1996,12
15,Middlesbrough,12,3,4,5,17:21,-4,13,1996,12
16,AFC Sunderland,12,3,4,5,9:14,-5,13,1996,12
17,Leeds,12,4,1,7,11:18,-7,13,1996,12
18,Coventry City,12,1,6,5,5:15,-10,9,1996,12
19,Nottm Forest,12,1,5,6,10:20,-10,8,1996,12
20,Blackburn,12,1,4,7,10:16,-6,7,1996,12
1,Newcastle,13,9,1,3,24:14,10,28,1996,13
2,Liverpool,13,8,3,2,23:12,11,27,1996,13
3,FC Arsenal,13,7,4,2,24:11,13,25,1996,13
4,Wimbledon FC,13,7,3,3,24:15,9,24,1996,13
5,Chelsea,13,6,5,2,22:18,4,23,1996,13
6,Man Utd.,13,6,4,3,24:19,5,22,1996,13
7,Everton,13,5,5,3,20:14,6,20,1996,13
8,Tottenham,13,6,2,5,14:11,3,20,1996,13
9,Sheff Wed,13,5,4,4,15:17,-2,19,1996,13
10,Aston Villa,13,5,3,5,16:14,2,18,1996,13
11,Derby,13,4,5,4,14:15,-1,17,1996,13
12,Leicester,13,5,2,6,12:16,-4,17,1996,13
13,West Ham,13,4,3,6,12:17,-5,15,1996,13
14,Southampton,13,3,4,6,22:24,-2,13,1996,13
15,Middlesbrough,13,3,4,6,18:23,-5,13,1996,13
16,AFC Sunderland,13,3,4,6,9:16,-7,13,1996,13
17,Leeds,13,4,1,8,11:20,-9,13,1996,13
18,Coventry City,13,1,7,5,7:17,-10,10,1996,13
19,Blackburn,13,1,5,7,11:17,-6,8,1996,13
20,Nottm Forest,13,1,5,7,10:22,-12,8,1996,13
1,Newcastle,14,9,2,3,25:15,10,29,1996,14
2,FC Arsenal,14,8,4,2,27:12,15,28,1996,14
3,Liverpool,14,8,4,2,24:13,11,28,1996,14
4,Wimbledon FC,14,7,4,3,25:16,9,25,1996,14
5,Chelsea,14,6,6,2,23:19,4,24,1996,14
6,Everton,14,6,5,3,22:15,7,23,1996,14
7,Man Utd.,14,6,5,3,26:21,5,23,1996,14
8,Aston Villa,14,6,3,5,18:15,3,21,1996,14
9,Tottenham,14,6,2,6,15:14,1,20,1996,14
10,Sheff Wed,14,5,5,4,16:18,-2,20,1996,14
11,Derby,14,4,6,4,15:16,-1,18,1996,14
12,Leicester,14,5,2,7,13:18,-5,17,1996,14
13,West Ham,14,4,4,6,13:18,-5,16,1996,14
14,Leeds,14,5,1,8,13:20,-7,16,1996,14
15,Middlesbrough,14,3,5,6,20:25,-5,14,1996,14
16,AFC Sunderland,14,3,5,6,10:17,-7,14,1996,14
17,Southampton,14,3,4,7,22:26,-4,13,1996,14
18,Coventry City,14,1,7,6,8:19,-11,10,1996,14
19,Blackburn,14,1,6,7,13:19,-6,9,1996,14
20,Nottm Forest,14,1,6,7,12:24,-12,9,1996,14
1,FC Arsenal,15,9,4,2,29:13,16,31,1996,15
2,Liverpool,15,9,4,2,26:13,13,31,1996,15
3,Newcastle,15,9,2,4,26:17,9,29,1996,15
4,Wimbledon FC,15,8,4,3,26:16,10,28,1996,15
5,Man Utd.,15,7,5,3,29:22,7,26,1996,15
6,Aston Villa,15,7,3,5,19:15,4,24,1996,15
7,Chelsea,15,6,6,3,23:21,2,24,1996,15
8,Everton,15,6,5,4,23:18,5,23,1996,15
9,Derby,15,5,6,4,17:17,0,21,1996,15
10,Sheff Wed,15,5,6,4,16:18,-2,21,1996,15
11,Tottenham,15,6,2,7,15:16,-1,20,1996,15
12,Leeds,15,6,1,8,15:20,-5,19,1996,15
13,AFC Sunderland,15,4,5,6,13:18,-5,17,1996,15
14,West Ham,15,4,5,6,13:18,-5,17,1996,15
15,Leicester,15,5,2,8,14:21,-7,17,1996,15
16,Middlesbrough,15,3,5,7,20:26,-6,14,1996,15
17,Southampton,15,3,4,8,23:28,-5,13,1996,15
18,Blackburn,15,2,6,7,15:20,-5,12,1996,15
19,Coventry City,15,1,7,7,9:21,-12,10,1996,15
20,Nottm Forest,15,1,6,8,12:25,-13,9,1996,15
1,FC Arsenal,16,9,5,2,31:15,16,32,1996,16
2,Wimbledon FC,16,9,4,3,29:17,12,31,1996,16
3,Liverpool,16,9,4,3,26:14,12,31,1996,16
4,Newcastle,16,9,3,4,26:17,9,30,1996,16
5,Man Utd.,16,7,6,3,31:24,7,27,1996,16
6,Aston Villa,16,8,3,5,20:15,5,27,1996,16
7,Chelsea,16,6,7,3,25:23,2,25,1996,16
8,Everton,16,6,6,4,25:20,5,24,1996,16
9,Sheff Wed,16,6,6,4,17:18,-1,24,1996,16
10,Tottenham,16,7,2,7,17:17,0,23,1996,16
11,Derby,16,5,7,4,19:19,0,22,1996,16
12,Leeds,16,6,2,8,15:20,-5,20,1996,16
13,West Ham,16,4,6,6,15:20,-5,18,1996,16
14,Leicester,16,5,3,8,15:22,-7,18,1996,16
15,AFC Sunderland,16,4,5,7,14:21,-7,17,1996,16
16,Middlesbrough,16,3,6,7,20:26,-6,15,1996,16
17,Blackburn,16,2,7,7,16:21,-5,13,1996,16
18,Southampton,16,3,4,9,23:29,-6,13,1996,16
19,Nottm Forest,16,1,7,8,12:25,-13,10,1996,16
20,Coventry City,16,1,7,8,10:23,-13,10,1996,16
1,FC Arsenal,17,10,5,2,34:16,18,35,1996,17
2,Liverpool,17,10,4,3,30:16,14,34,1996,17
3,Wimbledon FC,17,10,4,3,30:17,13,34,1996,17
4,Newcastle,17,9,3,5,27:19,8,30,1996,17
5,Aston Villa,17,9,3,5,22:15,7,30,1996,17
6,Man Utd.,17,7,7,3,32:25,7,28,1996,17
7,Everton,17,7,6,4,26:20,6,27,1996,17
8,Chelsea,17,6,7,4,25:26,-1,25,1996,17
9,Sheff Wed,17,6,7,4,18:19,-1,25,1996,17
10,Tottenham,17,7,3,7,17:17,0,24,1996,17
11,Derby,17,5,7,5,19:20,-1,22,1996,17
12,Leicester,17,6,3,8,17:22,-5,21,1996,17
13,Leeds,17,6,3,8,15:20,-5,21,1996,17
14,AFC Sunderland,17,5,5,7,17:21,-4,20,1996,17
15,West Ham,17,4,6,7,15:22,-7,18,1996,17
16,Middlesbrough,17,3,6,8,20:28,-8,15,1996,17
17,Blackburn,17,2,7,8,16:22,-6,13,1996,17
18,Southampton,17,3,4,10,24:32,-8,13,1996,17
19,Coventry City,17,2,7,8,12:24,-12,13,1996,17
20,Nottm Forest,17,1,7,9,14:29,-15,10,1996,17
1,FC Arsenal,18,10,5,3,35:18,17,35,1996,18
2,Liverpool,18,10,5,3,31:17,14,35,1996,18
3,Wimbledon FC,18,10,4,4,30:22,8,34,1996,18
4,Aston Villa,18,10,3,5,27:15,12,33,1996,18
5,Man Utd.,18,8,7,3,37:25,12,31,1996,18
6,Newcastle,18,9,4,5,28:20,8,31,1996,18
7,Everton,18,7,7,4,26:20,6,28,1996,18
8,Chelsea,18,7,7,4,28:27,1,28,1996,18
9,Sheff Wed,18,6,8,4,19:20,-1,26,1996,18
10,Tottenham,18,7,4,7,18:18,0,25,1996,18
11,Derby,18,5,7,6,20:23,-3,22,1996,18
12,Leeds,18,6,4,8,15:20,-5,22,1996,18
13,Leicester,18,6,3,9,17:24,-7,21,1996,18
14,AFC Sunderland,18,5,5,8,17:26,-9,20,1996,18
15,West Ham,18,4,6,8,16:25,-9,18,1996,18
16,Southampton,18,4,4,10,27:33,-6,16,1996,18
17,Middlesbrough,18,3,7,8,20:28,-8,16,1996,18
18,Coventry City,18,3,7,8,14:24,-10,16,1996,18
19,Blackburn,18,2,8,8,16:22,-6,14,1996,18
20,Nottm Forest,18,2,7,9,16:30,-14,13,1996,18
1,FC Arsenal,19,10,6,3,35:18,17,36,1996,19
2,Liverpool,19,10,6,3,32:18,14,36,1996,19
3,Wimbledon FC,19,10,5,4,31:23,8,35,1996,19
4,Man Utd.,19,9,7,3,41:25,16,34,1996,19
5,Aston Villa,19,10,3,6,27:17,10,33,1996,19
6,Newcastle,19,9,4,6,28:21,7,31,1996,19
7,Chelsea,19,8,7,4,30:27,3,31,1996,19
8,Everton,19,7,7,5,28:24,4,28,1996,19
9,Tottenham,19,8,4,7,21:19,2,28,1996,19
10,Sheff Wed,19,6,9,4,19:20,-1,27,1996,19
11,AFC Sunderland,19,6,5,8,19:26,-7,23,1996,19
12,Derby,19,5,7,7,20:25,-5,22,1996,19
13,Leicester,19,6,4,9,18:25,-7,22,1996,19
14,Leeds,19,6,4,9,16:23,-7,22,1996,19
15,Middlesbrough,19,4,7,8,24:30,-6,19,1996,19
16,Coventry City,19,4,7,8,17:25,-8,19,1996,19
17,West Ham,19,4,7,8,17:26,-9,19,1996,19
18,Blackburn,19,3,8,8,17:22,-5,17,1996,19
19,Southampton,19,4,4,11,28:36,-8,16,1996,19
20,Nottm Forest,19,2,7,10,16:34,-18,13,1996,19
1,FC Arsenal,20,11,6,3,37:19,18,39,1996,20
2,Liverpool,20,11,6,3,37:19,18,39,1996,20
3,Man Utd.,20,10,7,3,43:26,17,37,1996,20
4,Wimbledon FC,20,10,5,5,32:25,7,35,1996,20
5,Newcastle,20,10,4,6,32:22,10,34,1996,20
6,Chelsea,20,9,7,4,31:27,4,34,1996,20
7,Aston Villa,20,10,3,7,27:18,9,33,1996,20
8,Tottenham,20,9,4,7,23:20,3,31,1996,20
9,Sheff Wed,20,7,9,4,20:20,0,30,1996,20
10,Everton,20,7,7,6,29:28,1,28,1996,20
11,AFC Sunderland,20,6,6,8,20:27,-7,24,1996,20
12,Derby,20,5,8,7,20:25,-5,23,1996,20
13,Leicester,20,6,5,9,19:26,-7,23,1996,20
14,Leeds,20,6,5,9,16:23,-7,23,1996,20
15,Coventry City,20,5,7,8,18:25,-7,22,1996,20
16,Middlesbrough,20,4,7,9,25:35,-10,19,1996,20
17,West Ham,20,4,7,9,18:28,-10,19,1996,20
18,Blackburn,20,3,8,9,18:24,-6,17,1996,20
19,Southampton,20,4,4,12,28:37,-9,16,1996,20
20,Nottm Forest,20,2,7,11,16:35,-19,13,1996,20
1,Liverpool,21,12,6,3,38:19,19,42,1996,21
2,Man Utd.,21,11,7,3,44:26,18,40,1996,21
3,FC Arsenal,21,11,7,3,39:21,18,40,1996,21
4,Wimbledon FC,21,11,5,5,35:26,9,38,1996,21
5,Newcastle,21,11,4,6,39:23,16,37,1996,21
6,Chelsea,21,9,8,4,33:29,4,35,1996,21
7,Aston Villa,21,10,4,7,29:20,9,34,1996,21
8,Sheff Wed,21,7,10,4,22:22,0,31,1996,21
9,Tottenham,21,9,4,8,24:27,-3,31,1996,21
10,Everton,21,7,7,7,30:31,-1,28,1996,21
11,Coventry City,21,6,7,8,21:25,-4,25,1996,21
12,Derby,21,5,9,7,20:25,-5,24,1996,21
13,Leicester,21,6,6,9,21:28,-7,24,1996,21
14,AFC Sunderland,21,6,6,9,20:29,-9,24,1996,21
15,Leeds,21,6,5,10,16:24,-8,23,1996,21
16,West Ham,21,5,7,9,20:28,-8,22,1996,21
17,Middlesbrough,21,4,7,10,25:38,-13,19,1996,21
18,Blackburn,21,3,9,9,18:24,-6,18,1996,21
19,Southampton,21,4,4,13,28:38,-10,16,1996,21
20,Nottm Forest,21,2,8,11,18:37,-19,14,1996,21
1,FC Arsenal,22,12,7,3,41:21,20,43,1996,22
2,Liverpool,22,12,6,4,38:20,18,42,1996,22
3,Man Utd.,22,11,8,3,44:26,18,41,1996,22
4,Newcastle,22,12,4,6,42:23,19,40,1996,22
5,Wimbledon FC,22,11,6,5,35:26,9,39,1996,22
6,Chelsea,22,10,8,4,34:29,5,38,1996,22
7,Aston Villa,22,10,5,7,29:20,9,35,1996,22
8,Sheff Wed,22,7,11,4,24:24,0,32,1996,22
9,Tottenham,22,9,5,8,25:28,-3,32,1996,22
10,Everton,22,7,7,8,30:33,-3,28,1996,22
11,Coventry City,22,6,8,8,23:27,-4,26,1996,22
12,Derby,22,5,10,7,22:27,-5,25,1996,22
13,Leicester,22,6,7,9,22:29,-7,25,1996,22
14,AFC Sunderland,22,6,7,9,22:31,-9,25,1996,22
15,Leeds,22,6,5,11,16:27,-11,23,1996,22
16,West Ham,22,5,7,10,20:29,-9,22,1996,22
17,Blackburn,22,4,9,9,20:24,-4,21,1996,22
18,Middlesbrough,22,4,7,11,25:40,-15,19,1996,22
19,Southampton,22,4,5,13,28:38,-10,17,1996,22
20,Nottm Forest,22,3,8,11,19:37,-18,17,1996,22
1,Man Utd.,23,12,8,3,46:27,19,44,1996,23
2,FC Arsenal,23,12,7,4,41:22,19,43,1996,23
3,Liverpool,23,12,7,4,38:20,18,43,1996,23
4,Newcastle,23,12,5,6,44:25,19,41,1996,23
5,Wimbledon FC,23,11,7,5,36:27,9,40,1996,23
6,Chelsea,23,10,8,5,34:31,3,38,1996,23
7,Aston Villa,23,10,6,7,31:22,9,36,1996,23
8,Sheff Wed,23,8,11,4,26:25,1,35,1996,23
9,Tottenham,23,9,5,9,26:30,-4,32,1996,23
10,Everton,23,7,7,9,31:35,-4,28,1996,23
11,AFC Sunderland,23,7,7,9,23:31,-8,28,1996,23
12,Derby,23,5,11,7,23:28,-5,26,1996,23
13,Coventry City,23,6,8,9,23:31,-8,26,1996,23
14,Leeds,23,7,5,11,19:27,-8,26,1996,23
15,Leicester,23,6,7,10,22:32,-10,25,1996,23
16,Blackburn,23,5,9,9,24:24,0,24,1996,23
17,West Ham,23,5,8,10,20:29,-9,23,1996,23
18,Southampton,23,5,5,13,29:38,-9,20,1996,23
19,Nottm Forest,23,4,8,11,21:37,-16,20,1996,23
20,Middlesbrough,23,4,7,12,25:41,-16,19,1996,23
1,Man Utd.,24,13,8,3,48:27,21,47,1996,24
2,FC Arsenal,24,13,7,4,44:23,21,46,1996,24
3,Liverpool,24,13,7,4,41:20,21,46,1996,24
4,Newcastle,24,12,6,6,46:27,19,42,1996,24
5,Chelsea,24,11,8,5,37:32,5,41,1996,24
