Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
1,Bolton,1,1,0,0,5:0,5,3,2001,1
2,FC Arsenal,1,1,0,0,4:0,4,3,2001,1
3,Leeds,1,1,0,0,2:0,2,3,2001,1
4,Man Utd.,1,1,0,0,3:2,1,3,2001,1
5,Derby,1,1,0,0,2:1,1,3,2001,1
6,Everton,1,1,0,0,2:1,1,3,2001,1
7,Liverpool,1,1,0,0,2:1,1,3,2001,1
8,AFC Sunderland,1,1,0,0,1:0,1,3,2001,1
9,Chelsea,1,0,1,0,1:1,0,1,2001,1
10,Newcastle,1,0,1,0,1:1,0,1,2001,1
11,Tottenham,1,0,1,0,0:0,0,1,2001,1
12,Aston Villa,1,0,1,0,0:0,0,1,2001,1
13,FC Fulham,1,0,0,1,2:3,-1,0,2001,1
14,Blackburn,1,0,0,1,1:2,-1,0,2001,1
15,Charlton,1,0,0,1,1:2,-1,0,2001,1
16,West Ham,1,0,0,1,1:2,-1,0,2001,1
17,Ipswich,1,0,0,1,0:1,-1,0,2001,1
18,Southampton,1,0,0,1,0:2,-2,0,2001,1
19,Middlesbrough,1,0,0,1,0:4,-4,0,2001,1
20,Leicester,1,0,0,1,0:5,-5,0,2001,1
1,Bolton,2,2,0,0,6:0,6,6,2001,2
2,Leeds,2,2,0,0,4:1,3,6,2001,2
3,Man Utd.,2,1,1,0,5:4,1,4,2001,2
4,Everton,2,1,1,0,3:2,1,4,2001,2
5,Newcastle,2,1,1,0,2:1,1,4,2001,2
6,Aston Villa,2,1,1,0,1:0,1,4,2001,2
7,FC Arsenal,2,1,0,1,5:2,3,3,2001,2
8,FC Fulham,2,1,0,1,4:3,1,3,2001,2
9,Ipswich,2,1,0,1,3:2,1,3,2001,2
10,West Ham,2,1,0,1,3:3,0,3,2001,2
11,Southampton,2,1,0,1,2:2,0,3,2001,2
12,Derby,2,1,0,1,3:4,-1,3,2001,2
13,Liverpool,2,1,0,1,2:3,-1,3,2001,2
14,AFC Sunderland,2,1,0,1,1:2,-1,3,2001,2
15,Tottenham,2,0,2,0,1:1,0,2,2001,2
16,Blackburn,2,0,1,1,3:4,-1,1,2001,2
17,Chelsea,2,0,1,1,2:3,-1,1,2001,2
18,Charlton,2,0,0,2,1:3,-2,0,2001,2
