Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
16,Leicester,5,1,2,2,5:5,0,5,1998,5
17,Everton,5,1,2,2,2:3,-1,5,1998,5
18,Blackburn,5,1,1,3,2:6,-4,4,1998,5
19,Coventry City,5,1,1,3,2:6,-4,4,1998,5
20,Southampton,5,0,0,5,2:16,-14,0,1998,5
1,Aston Villa,6,4,2,0,7:1,6,14,1998,6
2,Derby,6,3,3,0,6:2,4,12,1998,6
3,Liverpool,6,3,2,1,12:7,5,11,1998,6
4,Wimbledon FC,6,3,2,1,10:8,2,11,1998,6
5,FC Arsenal,6,2,4,0,6:2,4,10,1998,6
6,Leeds,6,2,4,0,5:1,4,10,1998,6
7,Man Utd.,6,2,3,1,9:7,2,9,1998,6
8,Middlesbrough,6,2,3,1,8:6,2,9,1998,6
9,Chelsea,6,2,3,1,9:8,1,9,1998,6
10,West Ham,6,2,3,1,6:5,1,9,1998,6
11,Newcastle,6,2,2,2,11:7,4,8,1998,6
12,Nottm Forest,6,2,1,3,5:7,-2,7,1998,6
13,Tottenham,6,2,1,3,5:11,-6,7,1998,6
14,Sheff Wed,6,2,0,4,7:5,2,6,1998,6
15,Charlton,6,1,3,2,10:9,1,6,1998,6
16,Everton,6,1,3,2,4:5,-1,6,1998,6
17,Leicester,6,1,2,3,5:7,-2,5,1998,6
18,Blackburn,6,1,1,4,5:10,-5,4,1998,6
19,Coventry City,6,1,1,4,3:11,-8,4,1998,6
20,Southampton,6,0,1,5,3:17,-14,1,1998,6
1,Aston Villa,7,5,2,0,8:1,7,17,1998,7
2,Man Utd.,7,3,3,1,11:7,4,12,1998,7
3,Chelsea,7,3,3,1,11:8,3,12,1998,7
4,Derby,7,3,3,1,6:3,3,12,1998,7
5,Wimbledon FC,7,3,3,1,11:9,2,12,1998,7
6,West Ham,7,3,3,1,7:5,2,12,1998,7
7,Newcastle,7,3,2,2,13:7,6,11,1998,7
8,Leeds,7,2,5,0,8:4,4,11,1998,7
9,Liverpool,7,3,2,2,12:9,3,11,1998,7
10,FC Arsenal,7,2,4,1,6:3,3,10,1998,7
11,Sheff Wed,7,3,0,4,8:5,3,9,1998,7
12,Middlesbrough,7,2,3,2,8:8,0,9,1998,7
13,Tottenham,7,2,2,3,8:14,-6,8,1998,7
14,Charlton,7,1,4,2,11:10,1,7,1998,7
15,Everton,7,1,4,2,4:5,-1,7,1998,7
16,Nottm Forest,7,2,1,4,5:9,-4,7,1998,7
17,Leicester,7,1,3,3,6:8,-2,6,1998,7
18,Blackburn,7,1,2,4,5:10,-5,5,1998,7
19,Coventry City,7,1,2,4,4:12,-8,5,1998,7
20,Southampton,7,0,1,6,3:18,-15,1,1998,7
1,Aston Villa,8,6,2,0,10:2,8,20,1998,8
2,Man Utd.,8,4,3,1,14:7,7,15,1998,8
3,FC Arsenal,8,3,4,1,9:3,6,13,1998,8
4,Chelsea,8,3,4,1,12:9,3,13,1998,8
5,Middlesbrough,8,3,3,2,12:8,4,12,1998,8
6,Liverpool,8,3,3,2,13:10,3,12,1998,8
7,Derby,8,3,3,2,6:4,2,12,1998,8
8,Wimbledon FC,8,3,3,2,12:11,1,12,1998,8
9,West Ham,8,3,3,2,7:8,-1,12,1998,8
10,Newcastle,8,3,2,3,13:10,3,11,1998,8
11,Leeds,8,2,5,1,8:5,3,11,1998,8
12,Tottenham,8,3,2,3,9:14,-5,11,1998,8
13,Charlton,8,2,4,2,12:10,2,10,1998,8
14,Everton,8,2,4,2,6:6,0,10,1998,8
15,Sheff Wed,8,3,0,5,8:9,-1,9,1998,8
16,Leicester,8,2,3,3,7:8,-1,9,1998,8
17,Blackburn,8,2,2,4,8:10,-2,8,1998,8
18,Nottm Forest,8,2,1,5,5:10,-5,7,1998,8
19,Coventry City,8,1,2,5,5:14,-9,5,1998,8
20,Southampton,8,0,1,7,3:21,-18,1,1998,8
1,Aston Villa,9,6,3,0,10:2,8,21,1998,9
2,Man Utd.,9,5,3,1,19:8,11,18,1998,9
3,Chelsea,9,4,4,1,14:10,4,16,1998,9
4,Middlesbrough,9,4,3,2,14:9,5,15,1998,9
5,FC Arsenal,9,3,5,1,10:4,6,14,1998,9
6,Newcastle,9,4,2,3,15:11,4,14,1998,9
7,Liverpool,9,3,4,2,13:10,3,13,1998,9
8,West Ham,9,3,4,2,7:8,-1,13,1998,9
9,Leeds,9,2,6,1,9:6,3,12,1998,9
10,Derby,9,3,3,3,7:6,1,12,1998,9
11,Leicester,9,3,3,3,9:9,0,12,1998,9
12,Wimbledon FC,9,3,3,3,13:16,-3,12,1998,9
13,Everton,9,2,5,2,6:6,0,11,1998,9
14,Tottenham,9,3,2,4,10:16,-6,11,1998,9
15,Charlton,9,2,4,3,13:12,1,10,1998,9
16,Sheff Wed,9,3,0,6,8:10,-2,9,1998,9
17,Blackburn,9,2,2,5,9:12,-3,8,1998,9
18,Nottm Forest,9,2,2,5,6:11,-5,8,1998,9
19,Coventry City,9,2,2,5,6:14,-8,8,1998,9
20,Southampton,9,0,2,7,4:22,-18,2,1998,9
1,Aston Villa,10,6,4,0,11:3,8,22,1998,10
2,Man Utd.,10,5,4,1,20:9,11,19,1998,10
3,FC Arsenal,10,4,5,1,12:5,7,17,1998,10
4,Chelsea,10,4,5,1,14:10,4,17,1998,10
5,Liverpool,10,4,4,2,18:11,7,16,1998,10
6,Middlesbrough,10,4,4,2,16:11,5,16,1998,10
7,Newcastle,10,4,2,4,15:13,2,14,1998,10
8,Tottenham,10,4,2,4,12:16,-4,14,1998,10
9,Charlton,10,3,4,3,17:14,3,13,1998,10
10,Leeds,10,2,7,1,9:6,3,13,1998,10
11,Derby,10,3,4,3,8:7,1,13,1998,10
12,Leicester,10,3,4,3,10:10,0,13,1998,10
13,Wimbledon FC,10,3,4,3,15:18,-3,13,1998,10
14,West Ham,10,3,4,3,9:12,-3,13,1998,10
15,Everton,10,2,6,2,6:6,0,12,1998,10
16,Sheff Wed,10,3,1,6,8:10,-2,10,1998,10
17,Blackburn,10,2,2,6,10:14,-4,8,1998,10
18,Nottm Forest,10,2,2,6,7:16,-9,8,1998,10
19,Coventry City,10,2,2,6,7:16,-9,8,1998,10
20,Southampton,10,1,2,7,6:23,-17,5,1998,10
1,Man Utd.,11,6,4,1,24:10,14,22,1998,11
2,Aston Villa,11,6,4,1,12:5,7,22,1998,11
3,FC Arsenal,11,5,5,1,13:5,8,20,1998,11
4,Chelsea,11,5,5,1,16:11,5,20,1998,11
5,Middlesbrough,11,4,5,2,17:12,5,17,1998,11
6,Liverpool,11,4,4,3,18:12,6,16,1998,11
7,Leicester,11,4,4,3,11:10,1,16,1998,11
8,West Ham,11,4,4,3,12:12,0,16,1998,11
9,Tottenham,11,4,3,4,14:18,-4,15,1998,11
10,Charlton,11,3,5,3,19:16,3,14,1998,11
11,Leeds,11,2,8,1,11:8,3,14,1998,11
12,Derby,11,3,5,3,10:9,1,14,1998,11
13,Newcastle,11,4,2,5,15:16,-1,14,1998,11
14,Wimbledon FC,11,3,5,3,16:19,-3,14,1998,11
15,Everton,11,2,6,3,7:10,-3,12,1998,11
16,Sheff Wed,11,3,2,6,8:10,-2,11,1998,11
17,Blackburn,11,2,3,6,11:15,-4,9,1998,11
18,Nottm Forest,11,2,3,6,8:17,-9,9,1998,11
19,Coventry City,11,2,2,7,7:17,-10,8,1998,11
20,Southampton,11,1,3,7,6:23,-17,6,1998,11
1,Aston Villa,12,7,4,1,15:7,8,25,1998,12
2,Man Utd.,12,6,5,1,24:10,14,23,1998,12
3,FC Arsenal,12,6,5,1,14:5,9,23,1998,12
4,Chelsea,12,5,6,1,17:12,5,21,1998,12
5,Middlesbrough,12,4,6,2,20:15,5,18,1998,12
6,Leeds,12,3,8,1,13:9,4,17,1998,12
7,Derby,12,4,5,3,12:10,2,17,1998,12
8,Leicester,12,4,5,3,11:10,1,17,1998,12
9,West Ham,12,4,5,3,13:13,0,17,1998,12
10,Wimbledon FC,12,4,5,3,17:19,-2,17,1998,12
11,Liverpool,12,4,4,4,19:14,5,16,1998,12
12,Charlton,12,3,6,3,19:16,3,15,1998,12
13,Newcastle,12,4,3,5,15:16,-1,15,1998,12
14,Tottenham,12,4,3,5,16:21,-5,15,1998,12
15,Everton,12,2,6,4,7:11,-4,12,1998,12
16,Sheff Wed,12,3,2,7,9:12,-3,11,1998,12
17,Coventry City,12,3,2,7,9:18,-9,11,1998,12
18,Blackburn,12,2,3,7,12:17,-5,9,1998,12
19,Nottm Forest,12,2,3,7,8:18,-10,9,1998,12
20,Southampton,12,1,4,7,9:26,-17,7,1998,12
1,Aston Villa,13,8,4,1,19:8,11,28,1998,13
2,Man Utd.,13,7,5,1,27:12,15,26,1998,13
3,FC Arsenal,13,6,6,1,14:5,9,24,1998,13
4,Chelsea,13,6,6,1,20:12,8,24,1998,13
5,Leeds,13,4,8,1,16:10,6,20,1998,13
6,West Ham,13,5,5,3,16:15,1,20,1998,13
7,Middlesbrough,13,4,7,2,21:16,5,19,1998,13
8,Derby,13,4,6,3,14:12,2,18,1998,13
9,Leicester,13,4,5,4,13:13,0,17,1998,13
10,Wimbledon FC,13,4,5,4,17:22,-5,17,1998,13
11,Liverpool,13,4,4,5,20:17,3,16,1998,13
12,Charlton,13,3,7,3,20:17,3,16,1998,13
13,Newcastle,13,4,4,5,16:17,-1,16,1998,13
14,Tottenham,13,4,4,5,16:21,-5,16,1998,13
15,Coventry City,13,4,2,7,12:18,-6,14,1998,13
16,Sheff Wed,13,3,3,7,10:13,-3,12,1998,13
17,Everton,13,2,6,5,7:14,-7,12,1998,13
18,Nottm Forest,13,2,4,7,10:20,-10,10,1998,13
19,Blackburn,13,2,3,8,14:20,-6,9,1998,13
20,Southampton,13,1,4,8,10:30,-20,7,1998,13
1,Aston Villa,14,8,4,2,21:12,9,28,1998,14
2,Chelsea,14,7,6,1,24:14,10,27,1998,14
3,Man Utd.,14,7,5,2,28:15,13,26,1998,14
4,FC Arsenal,14,6,6,2,14:6,8,24,1998,14
5,Leeds,14,5,8,1,20:11,9,23,1998,14
6,West Ham,14,6,5,3,18:15,3,23,1998,14
7,Middlesbrough,14,5,7,2,23:16,7,22,1998,14
8,Wimbledon FC,14,5,5,4,18:22,-4,20,1998,14
9,Liverpool,14,5,4,5,24:19,5,19,1998,14
10,Tottenham,14,5,4,5,18:21,-3,19,1998,14
11,Derby,14,4,6,4,14:14,0,18,1998,14
12,Leicester,14,4,5,5,15:17,-2,17,1998,14
13,Charlton,14,3,7,4,21:21,0,16,1998,14
14,Newcastle,14,4,4,6,16:18,-2,16,1998,14
15,Sheff Wed,14,4,3,7,13:14,-1,15,1998,14
16,Everton,14,3,6,5,8:14,-6,15,1998,14
17,Coventry City,14,4,2,8,12:20,-8,14,1998,14
18,Nottm Forest,14,2,4,8,10:22,-12,10,1998,14
19,Southampton,14,2,4,8,12:30,-18,10,1998,14
20,Blackburn,14,2,3,9,14:22,-8,9,1998,14
1,Man Utd.,15,8,5,2,31:17,14,29,1998,15
2,Aston Villa,15,8,5,2,23:14,9,29,1998,15
3,Chelsea,15,7,7,1,25:15,10,28,1998,15
4,West Ham,15,7,5,3,20:16,4,26,1998,15
5,FC Arsenal,15,6,7,2,15:7,8,25,1998,15
6,Leeds,15,5,8,2,22:14,8,23,1998,15
7,Middlesbrough,15,5,8,2,24:17,7,23,1998,15
8,Liverpool,15,6,4,5,26:19,7,22,1998,15
9,Derby,15,5,6,4,15:14,1,21,1998,15
10,Wimbledon FC,15,5,5,5,19:25,-6,20,1998,15
11,Newcastle,15,5,4,6,19:19,0,19,1998,15
12,Tottenham,15,5,4,6,19:23,-4,19,1998,15
13,Leicester,15,4,6,5,16:18,-2,18,1998,15
14,Everton,15,4,6,5,10:15,-5,18,1998,15
15,Charlton,15,3,7,5,22:23,-1,16,1998,15
16,Sheff Wed,15,4,4,7,14:15,-1,16,1998,15
17,Coventry City,15,4,3,8,13:21,-8,15,1998,15
18,Nottm Forest,15,2,5,8,12:24,-12,11,1998,15
19,Southampton,15,2,4,9,12:31,-19,10,1998,15
20,Blackburn,15,2,3,10,14:24,-10,9,1998,15
1,Man Utd.,16,8,6,2,32:18,14,30,1998,16
2,Aston Villa,16,8,6,2,24:15,9,30,1998,16
3,Chelsea,16,7,8,1,25:15,10,29,1998,16
4,Leeds,16,6,8,2,26:14,12,26,1998,16
5,FC Arsenal,16,6,8,2,15:7,8,26,1998,16
6,West Ham,16,7,5,4,20:20,0,26,1998,16
7,Middlesbrough,16,5,9,2,26:19,7,24,1998,16
8,Wimbledon FC,16,6,5,5,21:26,-5,23,1998,16
9,Liverpool,16,6,4,6,27:21,6,22,1998,16
10,Derby,16,5,7,4,15:14,1,22,1998,16
11,Tottenham,16,6,4,6,21:24,-3,22,1998,16
12,Leicester,16,5,6,5,18:18,0,21,1998,16
13,Newcastle,16,5,5,6,21:21,0,20,1998,16
14,Sheff Wed,16,5,4,7,17:17,0,19,1998,16
15,Everton,16,4,7,5,10:15,-5,19,1998,16
16,Charlton,16,3,7,6,22:24,-2,16,1998,16
17,Coventry City,16,4,3,9,14:23,-9,15,1998,16
18,Blackburn,16,3,3,10,15:24,-9,12,1998,16
19,Nottm Forest,16,2,5,9,14:27,-13,11,1998,16
20,Southampton,16,2,4,10,12:33,-21,10,1998,16
1,Aston Villa,17,9,6,2,27:17,10,33,1998,17
2,Man Utd.,17,8,7,2,34:20,14,31,1998,17
3,Chelsea,17,7,9,1,27:17,10,30,1998,17
4,Leeds,17,7,8,2,28:14,14,29,1998,17
5,Middlesbrough,17,6,9,2,27:19,8,27,1998,17
6,FC Arsenal,17,6,8,3,17:10,7,26,1998,17
7,West Ham,17,7,5,5,20:21,-1,26,1998,17
8,Wimbledon FC,17,7,5,5,22:26,-4,26,1998,17
9,Leicester,17,6,6,5,21:19,2,24,1998,17
10,Derby,17,5,8,4,17:16,1,23,1998,17
11,Tottenham,17,6,5,6,23:26,-3,23,1998,17
12,Liverpool,17,6,4,7,27:22,5,22,1998,17
13,Sheff Wed,17,6,4,7,20:17,3,22,1998,17
14,Everton,17,5,7,5,11:15,-4,22,1998,17
15,Newcastle,17,5,6,6,21:21,0,21,1998,17
16,Charlton,17,3,7,7,22:27,-5,16,1998,17
17,Coventry City,17,4,3,10,14:25,-11,15,1998,17
18,Blackburn,17,3,4,10,15:24,-9,13,1998,17
19,Nottm Forest,17,2,5,10,15:30,-15,11,1998,17
20,Southampton,17,2,4,11,12:34,-22,10,1998,17
1,Aston Villa,18,10,6,2,28:17,11,36,1998,18
2,Chelsea,18,8,9,1,29:17,12,33,1998,18
3,Man Utd.,18,8,7,3,36:23,13,31,1998,18
4,Middlesbrough,18,7,9,2,30:21,9,30,1998,18
5,Leeds,18,7,8,3,29:17,12,29,1998,18
6,FC Arsenal,18,7,8,3,20:11,9,29,1998,18
7,West Ham,18,8,5,5,22:22,0,29,1998,18
8,Wimbledon FC,18,7,5,6,23:29,-6,26,1998,18
9,Liverpool,18,7,4,7,29:22,7,25,1998,18
10,Newcastle,18,6,6,6,22:21,1,24,1998,18
11,Leicester,18,6,6,6,21:20,1,24,1998,18
12,Derby,18,5,9,4,18:17,1,24,1998,18
13,Tottenham,18,6,5,7,23:28,-5,23,1998,18
14,Sheff Wed,18,6,4,8,20:19,1,22,1998,18
15,Everton,18,5,7,6,12:17,-5,22,1998,18
16,Charlton,18,3,7,8,22:28,-6,16,1998,18
17,Coventry City,18,4,4,10,15:26,-11,16,1998,18
18,Blackburn,18,3,5,10,17:26,-9,14,1998,18
19,Southampton,18,3,4,11,15:35,-20,13,1998,18
20,Nottm Forest,18,2,6,10,17:32,-15,12,1998,18
1,Chelsea,19,9,9,1,31:17,14,36,1998,19
2,Aston Villa,19,10,6,3,29:19,10,36,1998,19
3,Man Utd.,19,9,7,3,39:23,16,34,1998,19
4,Leeds,19,8,8,3,32:17,15,32,1998,19
5,FC Arsenal,19,8,8,3,21:11,10,32,1998,19
6,Middlesbrough,19,7,9,3,31:24,7,30,1998,19
7,West Ham,19,8,5,6,22:23,-1,29,1998,19
8,Wimbledon FC,19,8,5,6,25:30,-5,29,1998,19
9,Liverpool,19,8,4,7,32:23,9,28,1998,19
10,Leicester,19,7,6,6,22:20,2,27,1998,19
11,Derby,19,5,10,4,18:17,1,25,1998,19
12,Newcastle,19,6,6,7,22:24,-2,24,1998,19
13,Tottenham,19,6,6,7,24:29,-5,24,1998,19
14,Everton,19,5,8,6,12:17,-5,23,1998,19
15,Sheff Wed,19,6,4,9,20:20,0,22,1998,19
16,Blackburn,19,4,5,10,19:27,-8,17,1998,19
17,Coventry City,19,4,5,10,16:27,-11,17,1998,19
18,Charlton,19,3,7,9,23:30,-7,16,1998,19
19,Southampton,19,3,4,12,15:37,-22,13,1998,19
20,Nottm Forest,19,2,6,11,17:35,-18,12,1998,19
1,Aston Villa,20,11,6,3,31:20,11,39,1998,20
2,Chelsea,20,9,10,1,31:17,14,37,1998,20
3,Man Utd.,20,9,8,3,39:23,16,35,1998,20
4,FC Arsenal,20,9,8,3,22:11,11,35,1998,20
5,Leeds,20,8,9,3,34:19,15,33,1998,20
6,West Ham,20,9,5,6,24:23,1,32,1998,20
7,Liverpool,20,9,4,7,36:25,11,31,1998,20
8,Middlesbrough,20,7,9,4,32:26,6,30,1998,20
9,Wimbledon FC,20,8,6,6,27:32,-5,30,1998,20
10,Leicester,20,7,7,6,23:21,2,28,1998,20
11,Derby,20,6,10,4,20:18,2,28,1998,20
12,Tottenham,20,7,6,7,28:30,-2,27,1998,20
13,Newcastle,20,6,6,8,24:28,-4,24,1998,20
14,Everton,20,5,8,7,13:21,-8,23,1998,20
15,Sheff Wed,20,6,4,10,21:22,-1,22,1998,20
16,Blackburn,20,4,6,10,20:28,-8,18,1998,20
17,Coventry City,20,4,5,11,16:29,-13,17,1998,20
18,Charlton,20,3,7,10,23:31,-8,16,1998,20
19,Southampton,20,3,5,12,16:38,-22,14,1998,20
20,Nottm Forest,20,2,7,11,18:36,-18,13,1998,20
1,Chelsea,21,10,10,1,32:17,15,40,1998,21
2,Aston Villa,21,11,7,3,31:20,11,40,1998,21
3,Man Utd.,21,10,8,3,43:24,19,38,1998,21
4,FC Arsenal,21,9,9,3,22:11,11,36,1998,21
5,Leeds,21,8,9,4,34:20,14,33,1998,21
6,Wimbledon FC,21,9,6,6,29:33,-4,33,1998,21
7,Liverpool,21,9,5,7,36:25,11,32,1998,21
8,West Ham,21,9,5,7,25:27,-2,32,1998,21
9,Middlesbrough,21,7,10,4,32:26,6,31,1998,21
10,Leicester,21,7,8,6,23:21,2,29,1998,21
11,Derby,21,6,10,5,21:20,1,28,1998,21
12,Tottenham,21,7,7,7,28:30,-2,28,1998,21
13,Newcastle,21,6,6,9,24:29,-5,24,1998,21
14,Everton,21,5,9,7,13:21,-8,24,1998,21
15,Sheff Wed,21,6,5,10,21:22,-1,23,1998,21
16,Blackburn,21,5,6,10,21:28,-7,21,1998,21
17,Coventry City,21,5,5,11,20:29,-9,20,1998,21
18,Southampton,21,4,5,12,19:39,-20,17,1998,21
19,Charlton,21,3,7,11,24:34,-10,16,1998,21
20,Nottm Forest,21,2,7,12,18:40,-22,13,1998,21
1,Chelsea,22,11,10,1,34:18,16,43,1998,22
2,Aston Villa,22,12,7,3,34:20,14,43,1998,22
3,Man Utd.,22,11,8,3,49:26,23,41,1998,22
4,FC Arsenal,22,10,9,3,23:11,12,39,1998,22
5,Leeds,22,9,9,4,36:20,16,36,1998,22
6,Liverpool,22,10,5,7,43:26,17,35,1998,22
7,Wimbledon FC,22,9,7,6,29:33,-4,34,1998,22
8,West Ham,22,9,5,8,25:31,-6,32,1998,22
9,Middlesbrough,22,7,10,5,32:28,4,31,1998,22
10,Derby,22,7,10,5,22:20,2,31,1998,22
11,Tottenham,22,7,8,7,28:30,-2,29,1998,22
12,Leicester,22,7,8,7,25:27,-2,29,1998,22
13,Sheff Wed,22,7,5,10,25:22,3,26,1998,22
14,Newcastle,22,6,7,9,26:31,-5,25,1998,22
15,Everton,22,5,9,8,13:24,-11,24,1998,22
16,Blackburn,22,5,6,11,21:29,-8,21,1998,22
17,Coventry City,22,5,5,12,21:31,-10,20,1998,22
18,Charlton,22,3,8,11,26:36,-10,17,1998,22
19,Southampton,22,4,5,13,20:46,-26,17,1998,22
20,Nottm Forest,22,2,7,13,18:41,-23,13,1998,22
1,Man Utd.,23,12,8,3,50:26,24,44,1998,23
2,Chelsea,23,11,10,2,34:19,15,43,1998,23
3,Aston Villa,23,12,7,4,35:22,13,43,1998,23
4,FC Arsenal,23,11,9,3,24:11,13,42,1998,23
5,Leeds,23,9,9,5,36:23,13,36,1998,23
6,Liverpool,23,10,5,8,44:28,16,35,1998,23
7,Wimbledon FC,23,9,8,6,29:33,-4,35,1998,23
8,Derby,23,8,10,5,23:20,3,34,1998,23
9,West Ham,23,9,6,8,25:31,-6,33,1998,23
10,Middlesbrough,23,7,11,5,32:28,4,32,1998,23
11,Tottenham,23,7,9,7,29:31,-2,30,1998,23
12,Leicester,23,7,9,7,25:27,-2,30,1998,23
13,Newcastle,23,7,7,9,28:32,-4,28,1998,23
14,Sheff Wed,23,7,5,11,25:23,2,26,1998,23
15,Everton,23,5,9,9,13:25,-12,24,1998,23
16,Coventry City,23,6,5,12,23:32,-9,23,1998,23
17,Blackburn,23,5,7,11,22:30,-8,22,1998,23
18,Southampton,23,5,5,13,23:46,-23,20,1998,23
19,Charlton,23,3,8,12,26:37,-11,17,1998,23
20,Nottm Forest,23,3,7,13,19:41,-22,16,1998,23
1,Man Utd.,24,13,8,3,58:27,31,47,1998,24
2,Chelsea,24,12,10,2,35:19,16,46,1998,24
3,FC Arsenal,24,12,9,3,28:11,17,45,1998,24
4,Aston Villa,24,12,7,5,36:25,11,43,1998,24
5,Liverpool,24,11,5,8,47:29,18,38,1998,24
6,Derby,24,9,10,5,25:21,4,37,1998,24
7,Leeds,24,9,9,6,36:24,12,36,1998,24
8,Wimbledon FC,24,9,8,7,29:35,-6,35,1998,24
9,West Ham,24,9,6,9,25:35,-10,33,1998,24
10,Middlesbrough,24,7,11,6,33:31,2,32,1998,24
